Index,UTC,Lat,Lon,Alt (MSL),Alt (HAE),HDOP,VDOP,SVs Used,Speed,Fix type (GPS) valid,DGPS,Fix type (GPS),SV R27 Doppler (L1OF)
249,19:49:43.000 08/02/2024,41.88756667,-87.65902950,183.000,149.200,1.0,1.6,15,,Yes,No,3D,0.00
250,19:49:44.000 08/02/2024,41.88757667,-87.65902750,183.000,149.200,1.0,1.6,15,,Yes,No,3D,0.00
251,19:49:45.000 08/02/2024,41.88758667,-87.65902650,183.200,149.400,1.0,1.6,15,,Yes,Yes,3D,0.00
252,19:49:46.000 08/02/2024,41.88759633,-87.65902717,183.100,149.300,0.9,1.4,16,,Yes,Yes,3D,0.00
253,19:49:47.000 08/02/2024,41.88760500,-87.65902367,183.200,149.400,0.9,1.4,16,,Yes,Yes,3D,0.00
254,19:49:48.000 08/02/2024,41.88761200,-87.65901833,183.300,149.500,0.9,1.4,16,,Yes,No,3D,0.00
255,19:49:49.000 08/02/2024,41.88761800,-87.65901333,183.300,149.500,0.9,1.4,16,,Yes,No,3D,0.00
256,19:49:50.000 08/02/2024,41.88762183,-87.65901017,183.200,149.400,0.9,1.4,16,,Yes,No,3D,0.00
257,19:49:51.000 08/02/2024,41.88762317,-87.65900933,183.200,149.400,0.9,1.4,16,,Yes,No,3D,0.00
258,19:49:52.000 08/02/2024,41.88762283,-87.65900683,183.200,149.400,0.9,1.4,16,,Yes,No,3D,0.00
259,19:49:53.000 08/02/2024,41.88762200,-87.65900517,183.100,149.300,0.9,1.4,16,,Yes,No,3D,0.00
260,19:49:54.000 08/02/2024,41.88762250,-87.65900633,183.100,149.300,0.9,1.4,16,,Yes,No,3D,0.00
261,19:49:55.000 08/02/2024,41.88762350,-87.65900900,183.100,149.300,0.9,1.4,16,,Yes,No,3D,0.00
262,19:49:56.000 08/02/2024,41.88762400,-87.65901067,183.100,149.300,0.9,1.4,16,,Yes,No,3D,0.00
263,19:49:57.000 08/02/2024,41.88762367,-87.65901150,183.100,149.300,0.9,1.4,16,,Yes,No,3D,0.00
264,19:49:58.000 08/02/2024,41.88762283,-87.65901117,183.000,149.200,0.9,1.4,16,,Yes,No,3D,0.00
265,19:49:59.000 08/02/2024,41.88762233,-87.65901083,183.000,149.200,0.9,1.4,16,,Yes,No,3D,0.00
266,19:50:00.000 08/02/2024,41.88762217,-87.65901067,183.000,149.200,0.9,1.4,16,,Yes,Yes,3D,0.00
267,19:50:01.000 08/02/2024,41.88762417,-87.65901233,183.000,149.200,0.9,1.4,16,,Yes,No,3D,0.00
268,19:50:02.000 08/02/2024,41.88762583,-87.65901400,183.000,149.200,0.9,1.4,16,,Yes,No,3D,0.00
269,19:50:03.000 08/02/2024,41.88762633,-87.65901267,183.000,149.200,0.9,1.4,16,,Yes,No,3D,0.00
270,19:50:04.000 08/02/2024,41.88762150,-87.65901167,183.000,149.200,0.9,1.4,16,,Yes,No,3D,0.00
271,19:50:05.000 08/02/2024,41.88761500,-87.65901500,183.000,149.200,0.9,1.4,16,,Yes,No,3D,0.00
272,19:50:06.000 08/02/2024,41.88761017,-87.65902267,183.000,149.200,0.9,1.4,16,,Yes,No,3D,0.00
273,19:50:07.000 08/02/2024,41.88760800,-87.65903317,183.000,149.200,0.9,1.4,16,,Yes,No,3D,0.00
274,19:50:08.000 08/02/2024,41.88760700,-87.65904717,183.000,149.200,0.9,1.4,16,,Yes,No,3D,0.00
275,19:50:09.000 08/02/2024,41.88760650,-87.65906067,183.000,149.200,0.9,1.4,16,,Yes,No,3D,0.00
276,19:50:10.000 08/02/2024,41.88760600,-87.65907383,183.100,149.300,0.9,1.4,16,,Yes,No,3D,0.00
277,19:50:11.000 08/02/2024,41.88760567,-87.65908667,183.100,149.300,1.0,1.7,15,,Yes,No,3D,0.00
278,19:50:12.000 08/02/2024,41.88760550,-87.65910050,183.000,149.200,1.0,1.7,15,,Yes,No,3D,0.00
279,19:50:13.000 08/02/2024,41.88760533,-87.65911433,183.100,149.300,1.0,1.7,15,,Yes,No,3D,0.00
280,19:50:14.000 08/02/2024,41.88760567,-87.65912733,183.100,149.300,0.9,1.4,16,,Yes,No,3D,0.00
281,19:50:15.000 08/02/2024,41.88760633,-87.65913967,183.200,149.400,0.9,1.5,15,,Yes,No,3D,0.00
282,19:50:16.000 08/02/2024,41.88760600,-87.65915183,183.200,149.400,1.1,1.7,14,,Yes,No,3D,0.00
283,19:50:17.000 08/02/2024,41.88760567,-87.65916450,183.200,149.400,1.1,1.7,14,,Yes,Yes,3D,0.00
284,19:50:18.000 08/02/2024,41.88760500,-87.65917717,183.100,149.300,1.1,1.7,14,,Yes,Yes,3D,0.00
285,19:50:19.000 08/02/2024,41.88760917,-87.65919267,182.900,149.100,1.7,1.8,13,,Yes,Yes,3D,0.00
286,19:50:20.000 08/02/2024,41.88760983,-87.65920683,182.900,149.100,1.7,1.8,13,,Yes,Yes,3D,0.00
287,19:50:21.000 08/02/2024,41.88760850,-87.65922133,182.900,149.100,1.7,1.8,13,,Yes,Yes,3D,0.00
288,19:50:22.000 08/02/2024,41.88760833,-87.65923633,183.000,149.200,1.7,1.8,13,,Yes,No,3D,0.00
289,19:50:23.000 08/02/2024,41.88760867,-87.65925050,183.100,149.300,1.7,1.8,13,,Yes,Yes,3D,0.00
290,19:50:24.000 08/02/2024,41.88760683,-87.65926333,182.900,149.100,1.7,1.8,14,,Yes,No,3D,0.00
291,19:50:25.000 08/02/2024,41.88760617,-87.65927733,182.900,149.100,1.7,1.8,13,,Yes,No,3D,0.00
292,19:50:26.000 08/02/2024,41.88760767,-87.65929200,182.900,149.100,1.7,1.8,13,,Yes,No,3D,0.00
293,19:50:27.000 08/02/2024,41.88760767,-87.65930633,182.900,149.100,1.7,1.8,13,,Yes,No,3D,0.00
294,19:50:28.000 08/02/2024,41.88760733,-87.65932083,183.000,149.200,1.7,1.8,13,,Yes,No,3D,0.00
295,19:50:29.000 08/02/2024,41.88760700,-87.65933467,183.000,149.200,1.7,1.8,13,,Yes,No,3D,0.00
296,19:50:30.000 08/02/2024,41.88760617,-87.65934883,183.000,149.200,1.7,1.8,13,,Yes,No,3D,0.00
297,19:50:31.000 08/02/2024,41.88760633,-87.65936267,183.000,149.200,1.7,1.8,13,,Yes,No,3D,0.00
298,19:50:32.000 08/02/2024,41.88760517,-87.65937617,183.000,149.200,1.7,1.8,13,,Yes,No,3D,0.00
299,19:50:33.000 08/02/2024,41.88760467,-87.65939067,183.000,149.200,1.7,1.8,13,,Yes,No,3D,0.00
300,19:50:34.000 08/02/2024,41.88760433,-87.65940517,183.000,149.200,1.7,1.8,13,,Yes,No,3D,0.00
301,19:50:35.000 08/02/2024,41.88760350,-87.65941967,182.900,149.100,1.7,1.8,13,,Yes,No,3D,0.00
302,19:50:36.000 08/02/2024,41.88760267,-87.65943450,183.000,149.200,1.7,1.8,13,,Yes,No,3D,0.00
303,19:50:37.000 08/02/2024,41.88760133,-87.65944833,183.100,149.300,1.7,1.8,13,,Yes,No,3D,0.00
304,19:50:38.000 08/02/2024,41.88760050,-87.65946200,183.100,149.300,1.7,1.8,13,,Yes,No,3D,0.00
305,19:50:39.000 08/02/2024,41.88760017,-87.65947650,183.200,149.400,1.7,1.8,13,,Yes,No,3D,0.00
306,19:50:40.000 08/02/2024,41.88759933,-87.65949067,183.200,149.400,1.7,1.8,13,,Yes,No,3D,0.00
307,19:50:41.000 08/02/2024,41.88759850,-87.65950467,183.200,149.400,1.7,1.8,13,,Yes,No,3D,0.00
308,19:50:42.000 08/02/2024,41.88759767,-87.65951867,183.300,149.500,1.7,1.8,13,,Yes,No,3D,0.00
309,19:50:43.000 08/02/2024,41.88759683,-87.65953350,183.300,149.500,1.7,1.8,13,,Yes,No,3D,0.00
310,19:50:44.000 08/02/2024,41.88759733,-87.65954883,183.300,149.500,1.7,1.8,13,,Yes,No,3D,0.00
311,19:50:45.000 08/02/2024,41.88759800,-87.65956317,183.300,149.500,1.7,1.8,13,,Yes,No,3D,0.00
312,19:50:46.000 08/02/2024,41.88759833,-87.65957767,183.300,149.500,1.7,1.8,13,,Yes,No,3D,0.00
313,19:50:47.000 08/02/2024,41.88759783,-87.65959217,183.300,149.500,1.7,1.8,13,,Yes,No,3D,0.00
314,19:50:48.000 08/02/2024,41.88759683,-87.65960717,183.300,149.500,1.7,1.8,13,,Yes,No,3D,0.00
315,19:50:49.000 08/02/2024,41.88759467,-87.65962167,183.200,149.400,1.7,1.8,13,,Yes,No,3D,0.00
316,19:50:50.000 08/02/2024,41.88759317,-87.65963633,183.300,149.500,1.7,1.8,13,,Yes,No,3D,0.00
317,19:50:51.000 08/02/2024,41.88759200,-87.65965183,183.200,149.400,1.7,1.8,13,,Yes,No,3D,0.00
318,19:50:52.000 08/02/2024,41.88759167,-87.65966683,183.300,149.500,1.7,1.8,13,,Yes,No,3D,0.00
319,19:50:53.000 08/02/2024,41.88759133,-87.65968183,183.400,149.600,1.7,1.8,13,,Yes,No,3D,0.00
320,19:50:54.000 08/02/2024,41.88759117,-87.65969617,183.300,149.500,1.7,1.8,13,,Yes,No,3D,0.00
321,19:50:55.000 08/02/2024,41.88759083,-87.65971117,183.300,149.500,1.7,1.8,13,,Yes,No,3D,0.00
322,19:50:56.000 08/02/2024,41.88759117,-87.65972567,183.300,149.500,1.7,1.8,13,,Yes,No,3D,0.00
323,19:50:57.000 08/02/2024,41.88759117,-87.65974033,183.100,149.300,1.7,1.8,13,,Yes,No,3D,0.00
324,19:50:58.000 08/02/2024,41.88759100,-87.65975500,183.100,149.300,1.7,1.8,13,,Yes,No,3D,0.00
325,19:50:59.000 08/02/2024,41.88759100,-87.65976933,183.100,149.300,1.7,1.8,13,,Yes,No,3D,0.00
326,19:51:00.000 08/02/2024,41.88759067,-87.65978317,183.000,149.200,1.7,1.8,13,,Yes,No,3D,0.00
327,19:51:01.000 08/02/2024,41.88759017,-87.65979717,183.000,149.200,1.7,1.8,13,,Yes,No,3D,0.00
328,19:51:02.000 08/02/2024,41.88758983,-87.65981133,183.000,149.200,1.7,1.8,13,,Yes,No,3D,0.00
329,19:51:03.000 08/02/2024,41.88758933,-87.65982467,183.000,149.200,1.7,1.8,13,,Yes,No,3D,0.00
330,19:51:04.000 08/02/2024,41.88758833,-87.65983883,183.000,149.200,1.7,1.8,13,,Yes,No,3D,0.00
331,19:51:05.000 08/02/2024,41.88758833,-87.65985450,182.900,149.100,1.7,1.8,13,,Yes,No,3D,0.00
332,19:51:06.000 08/02/2024,41.88758833,-87.65987033,182.900,149.100,1.7,1.8,13,,Yes,No,3D,0.00
333,19:51:07.000 08/02/2024,41.88758850,-87.65988650,183.000,149.200,1.7,1.8,13,,Yes,No,3D,0.00
334,19:51:08.000 08/02/2024,41.88758850,-87.65990217,183.000,149.200,1.7,1.8,14,,Yes,No,3D,0.00
335,19:51:09.000 08/02/2024,41.88758867,-87.65991783,183.000,149.200,1.7,1.8,14,,Yes,No,3D,0.00
336,19:51:10.000 08/02/2024,41.88758833,-87.65993317,183.000,149.200,1.7,1.8,14,,Yes,No,3D,0.00
337,19:51:11.000 08/02/2024,41.88758850,-87.65994767,183.000,149.200,1.7,1.8,14,,Yes,No,3D,0.00
338,19:51:12.000 08/02/2024,41.88758917,-87.65996183,182.900,149.100,1.7,1.8,14,,Yes,No,3D,0.00
339,19:51:13.000 08/02/2024,41.88758983,-87.65997717,182.900,149.100,1.6,1.7,14,,Yes,No,3D,0.00
340,19:51:14.000 08/02/2024,41.88758950,-87.65999250,182.900,149.100,1.6,1.7,14,,Yes,No,3D,0.00
341,19:51:15.000 08/02/2024,41.88758900,-87.66000800,182.900,149.100,1.6,1.7,14,,Yes,No,3D,0.00
342,19:51:16.000 08/02/2024,41.88758917,-87.66002417,183.000,149.200,1.6,1.7,14,,Yes,No,3D,0.00
343,19:51:17.000 08/02/2024,41.88758933,-87.66003983,183.000,149.200,1.6,1.7,14,,Yes,No,3D,0.00
344,19:51:18.000 08/02/2024,41.88758900,-87.66005533,183.000,149.200,1.6,1.7,14,,Yes,No,3D,0.00
345,19:51:19.000 08/02/2024,41.88758883,-87.66007067,183.100,149.300,1.6,1.7,14,,Yes,No,3D,0.00
346,19:51:20.000 08/02/2024,41.88758850,-87.66008550,183.000,149.200,1.6,1.7,14,,Yes,Yes,3D,0.00
347,19:51:21.000 08/02/2024,41.88758867,-87.66010050,182.900,149.100,1.6,1.7,14,,Yes,Yes,3D,0.00
348,19:51:22.000 08/02/2024,41.88758917,-87.66011667,183.100,149.300,1.6,1.7,14,,Yes,No,3D,0.00
349,19:51:23.000 08/02/2024,41.88758900,-87.66013200,183.200,149.400,1.6,1.7,14,,Yes,Yes,3D,0.00
350,19:51:24.000 08/02/2024,41.88758750,-87.66014750,183.100,149.300,1.6,1.7,14,,Yes,Yes,3D,0.00
351,19:51:25.000 08/02/2024,41.88758683,-87.66016183,182.900,149.100,1.6,1.7,14,,Yes,No,3D,0.00
352,19:51:26.000 08/02/2024,41.88758633,-87.66017683,183.100,149.300,1.6,1.7,14,,Yes,Yes,3D,0.00
353,19:51:27.000 08/02/2024,41.88758617,-87.66019200,183.200,149.400,1.6,1.7,14,,Yes,Yes,3D,0.00
354,19:51:28.000 08/02/2024,41.88758500,-87.66020717,183.300,149.500,1.6,1.7,14,,Yes,Yes,3D,0.00
355,19:51:29.000 08/02/2024,41.88758617,-87.66022200,183.000,149.200,1.6,1.7,14,,Yes,Yes,3D,0.00
356,19:51:30.000 08/02/2024,41.88758433,-87.66023767,183.100,149.300,1.6,1.7,14,,Yes,Yes,3D,0.00
357,19:51:31.000 08/02/2024,41.88758150,-87.66025417,182.600,148.800,1.6,1.7,14,,Yes,No,3D,0.00
358,19:51:32.000 08/02/2024,41.88758367,-87.66026850,182.600,148.800,1.6,1.7,14,,Yes,No,3D,0.00
359,19:51:33.000 08/02/2024,41.88758267,-87.66028367,182.900,149.100,1.6,1.7,14,,Yes,No,3D,0.00
360,19:51:34.000 08/02/2024,41.88758233,-87.66029900,183.000,149.200,1.6,1.7,14,,Yes,No,3D,0.00
361,19:51:35.000 08/02/2024,41.88758200,-87.66031417,183.000,149.200,1.6,1.7,14,,Yes,Yes,3D,0.00
362,19:51:36.000 08/02/2024,41.88758183,-87.66032900,183.000,149.200,1.6,1.7,14,,Yes,Yes,3D,0.00
363,19:51:37.000 08/02/2024,41.88758067,-87.66034533,183.000,149.200,1.6,1.7,14,,Yes,No,3D,0.00
364,19:51:38.000 08/02/2024,41.88757800,-87.66036267,183.300,149.500,1.6,1.7,14,,Yes,Yes,3D,0.00
365,19:51:39.000 08/02/2024,41.88757750,-87.66037850,183.300,149.500,1.6,1.7,14,,Yes,Yes,3D,0.00
366,19:51:40.000 08/02/2024,41.88757833,-87.66039267,183.300,149.500,1.6,1.7,14,,Yes,No,3D,0.00
367,19:51:41.000 08/02/2024,41.88757850,-87.66040717,183.400,149.600,1.6,1.7,14,,Yes,No,3D,0.00
368,19:51:42.000 08/02/2024,41.88757817,-87.66042200,183.200,149.400,1.6,1.7,14,,Yes,No,3D,0.00
369,19:51:43.000 08/02/2024,41.88757733,-87.66043717,183.200,149.400,1.6,1.7,14,,Yes,No,3D,0.00
370,19:51:44.000 08/02/2024,41.88757733,-87.66045283,183.300,149.500,1.6,1.7,14,,Yes,Yes,3D,0.00
371,19:51:45.000 08/02/2024,41.88757650,-87.66046850,183.400,149.600,1.6,1.7,14,,Yes,Yes,3D,0.00
372,19:51:46.000 08/02/2024,41.88757683,-87.66048250,183.500,149.700,1.6,1.7,14,,Yes,No,3D,0.00
373,19:51:47.000 08/02/2024,41.88757733,-87.66049650,183.700,149.900,1.6,1.7,14,,Yes,Yes,3D,0.00
374,19:51:48.000 08/02/2024,41.88757683,-87.66051083,183.400,149.600,1.6,1.7,14,,Yes,Yes,3D,0.00
375,19:51:49.000 08/02/2024,41.88757600,-87.66052550,183.300,149.500,1.6,1.7,14,,Yes,Yes,3D,0.00
376,19:51:50.000 08/02/2024,41.88757683,-87.66054050,183.300,149.500,1.6,1.7,14,,Yes,No,3D,0.00
377,19:51:51.000 08/02/2024,41.88757217,-87.66055767,183.300,149.500,1.6,1.7,14,,Yes,Yes,3D,0.00
378,19:51:52.000 08/02/2024,41.88757133,-87.66057300,183.500,149.700,1.6,1.7,14,,Yes,Yes,3D,0.00
379,19:51:53.000 08/02/2024,41.88757167,-87.66058783,183.300,149.500,1.6,1.7,14,,Yes,Yes,3D,0.00
380,19:51:54.000 08/02/2024,41.88757233,-87.66060350,183.400,149.600,1.1,1.4,15,,Yes,Yes,3D,0.00
381,19:51:55.000 08/02/2024,41.88757300,-87.66061933,183.200,149.400,1.1,1.4,15,,Yes,Yes,3D,0.00
382,19:51:56.000 08/02/2024,41.88757150,-87.66063667,183.500,149.700,1.1,1.4,15,,Yes,Yes,3D,0.00
383,19:51:57.000 08/02/2024,41.88757017,-87.66065217,183.400,149.600,1.1,1.4,16,,Yes,No,3D,0.00
384,19:51:58.000 08/02/2024,41.88756917,-87.66066733,183.700,149.900,1.0,1.3,16,,Yes,Yes,3D,0.00
385,19:51:59.000 08/02/2024,41.88756933,-87.66068033,183.500,149.700,1.0,1.3,16,,Yes,Yes,3D,0.00
386,19:52:00.000 08/02/2024,41.88756667,-87.66069367,183.200,149.400,1.0,1.3,16,,Yes,Yes,3D,0.00
387,19:52:01.000 08/02/2024,41.88756067,-87.66070333,183.000,149.200,1.0,1.3,16,,Yes,Yes,3D,0.00
388,19:52:02.000 08/02/2024,41.88756267,-87.66071433,182.600,148.800,1.0,1.3,17,,Yes,No,3D,0.00
389,19:52:03.000 08/02/2024,41.88756317,-87.66072600,182.600,148.800,1.0,1.3,18,,Yes,No,3D,0.00
390,19:52:04.000 08/02/2024,41.88756050,-87.66073483,182.800,149.000,0.8,1.2,18,,Yes,No,3D,0.00
391,19:52:05.000 08/02/2024,41.88755650,-87.66073767,183.100,149.300,0.8,1.2,18,,Yes,Yes,3D,0.00
392,19:52:06.000 08/02/2024,41.88755550,-87.66073250,183.000,149.200,0.8,1.2,18,,Yes,Yes,3D,0.00
393,19:52:07.000 08/02/2024,41.88755950,-87.66072883,182.400,148.600,0.8,1.2,17,,Yes,No,3D,0.00
394,19:52:08.000 08/02/2024,41.88756483,-87.66072817,182.000,148.200,0.8,1.2,17,,Yes,No,3D,0.00
395,19:52:09.000 08/02/2024,41.88756900,-87.66073417,182.000,148.200,0.8,1.2,17,,Yes,No,3D,0.00
396,19:52:10.000 08/02/2024,41.88757033,-87.66074367,182.300,148.500,0.8,1.2,17,,Yes,No,3D,0.00
397,19:52:11.000 08/02/2024,41.88756533,-87.66075167,182.400,148.600,0.8,1.2,18,,Yes,No,3D,0.00
398,19:52:12.000 08/02/2024,41.88756050,-87.66075817,182.400,148.600,0.7,1.2,18,,Yes,Yes,3D,0.00
399,19:52:13.000 08/02/2024,41.88756700,-87.66076167,181.900,148.100,0.8,1.2,18,,Yes,Yes,3D,0.00
400,19:52:14.000 08/02/2024,41.88757800,-87.66076767,181.200,147.400,0.7,1.2,18,,Yes,Yes,3D,0.00
401,19:52:15.000 08/02/2024,41.88758717,-87.66077333,179.800,146.000,0.7,1.2,18,,Yes,Yes,3D,0.00
402,19:52:16.000 08/02/2024,41.88759050,-87.66077183,179.300,145.500,0.7,1.2,18,,Yes,Yes,3D,0.00
403,19:52:17.000 08/02/2024,41.88759233,-87.66076683,179.700,145.900,0.7,1.2,18,,Yes,Yes,3D,0.00
404,19:52:18.000 08/02/2024,41.88759333,-87.66075850,179.800,146.000,0.7,1.2,18,,Yes,No,3D,0.00
405,19:52:19.000 08/02/2024,41.88759333,-87.66075533,180.100,146.300,0.7,1.2,18,,Yes,No,3D,0.00
406,19:52:20.000 08/02/2024,41.88759400,-87.66075367,180.300,146.500,1.0,1.3,16,,Yes,No,3D,0.00
407,19:52:21.000 08/02/2024,41.88759400,-87.66075233,180.600,146.800,0.8,1.3,18,,Yes,No,3D,0.00
408,19:52:22.000 08/02/2024,41.88759483,-87.66075017,180.700,146.900,0.8,1.3,18,,Yes,No,3D,0.00
409,19:52:23.000 08/02/2024,41.88759633,-87.66074650,180.700,146.900,0.7,1.2,18,,Yes,No,3D,0.00
410,19:52:24.000 08/02/2024,41.88759917,-87.66074000,180.600,146.800,0.7,1.2,18,,Yes,No,3D,0.00
411,19:52:25.000 08/02/2024,41.88760233,-87.66073133,180.600,146.800,0.8,1.3,18,,Yes,No,3D,0.00
412,19:52:26.000 08/02/2024,41.88760500,-87.66072067,180.700,146.900,1.0,1.3,17,,Yes,No,3D,0.00
413,19:52:27.000 08/02/2024,41.88760633,-87.66070717,180.600,146.800,1.0,1.3,17,,Yes,No,3D,0.00
414,19:52:28.000 08/02/2024,41.88760483,-87.66069317,180.600,146.800,1.0,1.3,17,,Yes,No,3D,0.00
415,19:52:29.000 08/02/2024,41.88760217,-87.66068533,180.500,146.700,1.0,1.3,17,,Yes,No,3D,0.00
416,19:52:30.000 08/02/2024,41.88759817,-87.66068083,180.400,146.600,1.0,1.3,16,,Yes,Yes,3D,0.00
417,19:52:31.000 08/02/2024,41.88759717,-87.66068033,181.000,147.200,1.0,1.3,16,,Yes,No,3D,0.00
418,19:52:32.000 08/02/2024,41.88759833,-87.66068350,181.400,147.600,1.0,1.3,16,,Yes,Yes,3D,0.00
419,19:52:33.000 08/02/2024,41.88760033,-87.66068800,181.500,147.700,1.1,1.4,16,,Yes,No,3D,0.00
420,19:52:34.000 08/02/2024,41.88760033,-87.66069367,181.700,147.900,1.1,1.4,15,,Yes,No,3D,0.00
421,19:52:35.000 08/02/2024,41.88759967,-87.66070300,181.500,147.700,1.1,1.4,15,,Yes,No,3D,0.00
422,19:52:36.000 08/02/2024,41.88759933,-87.66071217,181.500,147.700,1.1,1.4,15,,Yes,No,3D,0.00
423,19:52:37.000 08/02/2024,41.88759817,-87.66071583,181.700,147.900,1.1,1.4,15,,Yes,No,3D,0.00
424,19:52:38.000 08/02/2024,41.88759817,-87.66071617,181.600,147.800,1.1,1.4,15,,Yes,No,3D,0.00
425,19:52:39.000 08/02/2024,41.88759083,-87.66071550,181.300,147.500,1.1,1.4,15,,Yes,No,3D,0.00
426,19:52:40.000 08/02/2024,41.88758350,-87.66072033,181.600,147.800,1.1,1.4,15,,Yes,Yes,3D,0.00
427,19:52:41.000 08/02/2024,41.88758383,-87.66072817,182.000,148.200,1.1,1.4,15,,Yes,Yes,3D,0.00
428,19:52:42.000 08/02/2024,41.88757450,-87.66073567,182.400,148.600,1.1,1.4,15,,Yes,Yes,3D,0.00
429,19:52:43.000 08/02/2024,41.88756617,-87.66074583,182.000,148.200,1.1,1.4,16,,Yes,Yes,3D,0.00
430,19:52:44.000 08/02/2024,41.88755483,-87.66075383,182.300,148.500,0.8,1.3,16,,Yes,Yes,3D,0.00
431,19:52:45.000 08/02/2024,41.88754283,-87.66076033,182.400,148.600,0.8,1.3,16,,Yes,No,3D,0.00
432,19:52:46.000 08/02/2024,41.88753000,-87.66076550,182.300,148.500,0.8,1.3,15,,Yes,No,3D,0.00
433,19:52:47.000 08/02/2024,41.88751617,-87.66076667,182.500,148.700,0.8,1.3,16,,Yes,No,3D,0.00
434,19:52:48.000 08/02/2024,41.88750300,-87.66076683,182.400,148.600,0.8,1.3,16,,Yes,No,3D,0.00
435,19:52:49.000 08/02/2024,41.88748983,-87.66076617,182.000,148.200,0.9,1.3,18,,Yes,No,3D,0.00
436,19:52:50.000 08/02/2024,41.88747633,-87.66076517,181.800,148.000,0.9,1.3,17,,Yes,No,3D,0.00
437,19:52:51.000 08/02/2024,41.88746283,-87.66076333,181.800,148.000,0.8,1.2,16,,Yes,No,3D,0.00
438,19:52:52.000 08/02/2024,41.88744983,-87.66076183,181.800,148.000,0.8,1.2,16,,Yes,Yes,3D,0.00
439,19:52:53.000 08/02/2024,41.88743833,-87.66075950,181.900,148.100,1.3,1.8,15,,Yes,Yes,3D,0.00
440,19:52:54.000 08/02/2024,41.88742617,-87.66075867,181.900,148.100,1.3,1.8,15,,Yes,No,3D,0.00
441,19:52:55.000 08/02/2024,41.88741450,-87.66075767,181.900,148.100,1.3,1.8,16,,Yes,No,3D,0.00
442,19:52:56.000 08/02/2024,41.88740417,-87.66075633,182.000,148.200,1.3,1.8,16,,Yes,Yes,3D,0.00
443,19:52:57.000 08/02/2024,41.88739217,-87.66075883,181.900,148.100,1.3,1.8,14,,Yes,Yes,3D,0.00
444,19:52:58.000 08/02/2024,41.88738233,-87.66075667,181.600,147.800,1.3,1.8,14,,Yes,Yes,3D,0.00
445,19:52:59.000 08/02/2024,41.88737167,-87.66075233,181.400,147.600,1.3,1.8,15,,Yes,Yes,3D,0.00
446,19:53:00.000 08/02/2024,41.88736267,-87.66074633,181.500,147.700,1.3,1.8,14,,Yes,Yes,3D,0.00
447,19:53:01.000 08/02/2024,41.88735267,-87.66074067,181.400,147.600,1.3,1.8,15,,Yes,Yes,3D,0.00
448,19:53:02.000 08/02/2024,41.88734050,-87.66074167,181.200,147.400,1.3,1.8,14,,Yes,No,3D,0.00
449,19:53:03.000 08/02/2024,41.88733133,-87.66073950,181.500,147.700,1.3,1.8,14,,Yes,Yes,3D,0.00
450,19:53:04.000 08/02/2024,41.88732017,-87.66073417,181.400,147.600,1.4,1.8,13,,Yes,Yes,3D,0.00
451,19:53:05.000 08/02/2024,41.88730950,-87.66073100,181.400,147.600,1.4,1.8,13,,Yes,Yes,3D,0.00
452,19:53:06.000 08/02/2024,41.88729900,-87.66073150,181.500,147.700,1.4,1.8,13,,Yes,No,3D,0.00
453,19:53:07.000 08/02/2024,41.88729083,-87.66072983,181.900,148.100,1.4,1.8,13,,Yes,No,3D,0.00
454,19:53:08.000 08/02/2024,41.88728300,-87.66072850,181.800,148.000,1.3,1.8,15,,Yes,No,3D,0.00
455,19:53:09.000 08/02/2024,41.88727567,-87.66072783,181.900,148.100,1.4,1.8,15,,Yes,No,3D,0.00
456,19:53:10.000 08/02/2024,41.88726833,-87.66072800,181.800,148.000,1.4,1.8,16,,Yes,No,3D,0.00
457,19:53:11.000 08/02/2024,41.88726200,-87.66072767,181.700,147.900,1.4,1.8,16,,Yes,No,3D,0.00
458,19:53:12.000 08/02/2024,41.88725500,-87.66072833,181.600,147.800,1.4,1.8,16,,Yes,No,3D,0.00
459,19:53:13.000 08/02/2024,41.88724617,-87.66072717,181.700,147.900,1.4,1.8,15,,Yes,No,3D,0.00
460,19:53:14.000 08/02/2024,41.88723750,-87.66072500,181.700,147.900,1.4,1.8,14,,Yes,No,3D,0.00
461,19:53:15.000 08/02/2024,41.88722883,-87.66072450,181.400,147.600,1.4,1.8,14,,Yes,Yes,3D,0.00
462,19:53:16.000 08/02/2024,41.88722033,-87.66072367,181.200,147.400,1.4,1.8,14,,Yes,Yes,3D,0.00
463,19:53:17.000 08/02/2024,41.88720983,-87.66072167,180.900,147.100,1.4,1.8,14,,Yes,Yes,3D,0.00
464,19:53:18.000 08/02/2024,41.88719967,-87.66071900,180.900,147.100,1.4,1.8,15,,Yes,No,3D,0.00
465,19:53:19.000 08/02/2024,41.88719000,-87.66071800,180.700,146.900,1.4,1.8,15,,Yes,No,3D,0.00
466,19:53:20.000 08/02/2024,41.88717783,-87.66072033,180.600,146.800,1.4,1.8,15,,Yes,No,3D,0.00
467,19:53:21.000 08/02/2024,41.88716483,-87.66072200,180.700,146.900,1.4,1.6,15,,Yes,No,3D,0.00
468,19:53:22.000 08/02/2024,41.88715417,-87.66072117,180.900,147.100,1.4,1.6,15,,Yes,No,3D,0.00
469,19:53:23.000 08/02/2024,41.88714367,-87.66071900,180.800,147.000,1.4,1.6,14,,Yes,No,3D,0.00
470,19:53:24.000 08/02/2024,41.88713233,-87.66071617,180.700,146.900,1.4,1.6,15,,Yes,No,3D,0.00
