Index,UTC,Lat,Lon,Alt (HAE),PDOP,HDOP,Fix type (GPS),Fix type (GPS) valid,PACC H,PACC V,PACC 3D,EDOP,NDOP,VDOP,GDOP,DGPS,SVs Used,Carrier Range Status
181,15:52:29.000 08/16/2024,42.09788333,-87.82838500,159.200,1.2,0.8,3D,Yes,0.029,0.054,0.061,,,0.9,,Yes,29,2
182,15:52:30.000 08/16/2024,42.09788333,-87.82838500,159.200,1.2,0.8,3D,Yes,0.029,0.055,0.062,,,0.9,,Yes,29,2
183,15:52:31.000 08/16/2024,42.09788333,-87.82838500,159.200,1.2,0.8,3D,Yes,0.030,0.056,0.064,,,0.9,,Yes,29,2
184,15:52:32.000 08/16/2024,42.09788333,-87.82838500,159.100,1.2,0.8,3D,Yes,0.028,0.052,0.059,,,0.9,,Yes,29,2
185,15:52:33.000 08/16/2024,42.09788350,-87.82838483,159.200,1.2,0.8,3D,Yes,0.029,0.058,0.065,,,0.9,,Yes,30,2
186,15:52:34.000 08/16/2024,42.09788333,-87.82838500,159.200,1.2,0.8,3D,Yes,0.030,0.057,0.064,,,0.9,,Yes,30,2
187,15:52:35.000 08/16/2024,42.09788333,-87.82838483,159.200,1.2,0.8,3D,Yes,0.031,0.060,0.068,,,0.9,,Yes,30,2
188,15:52:36.000 08/16/2024,42.09788317,-87.82838500,159.200,1.2,0.8,3D,Yes,0.028,0.052,0.059,,,0.9,,Yes,30,1
189,15:52:37.000 08/16/2024,42.09788333,-87.82838483,159.100,1.2,0.8,3D,Yes,0.029,0.054,0.061,,,0.9,,Yes,30,1
190,15:52:38.000 08/16/2024,42.09788317,-87.82838500,159.100,1.2,0.8,3D,Yes,0.029,0.054,0.061,,,0.9,,Yes,30,2
191,15:52:39.000 08/16/2024,42.09788333,-87.82838500,159.100,1.2,0.8,3D,Yes,0.029,0.054,0.061,,,0.9,,Yes,30,2
192,15:52:40.000 08/16/2024,42.09788317,-87.82838517,159.100,1.2,0.8,3D,Yes,0.028,0.053,0.060,,,0.9,,Yes,30,2
193,15:52:41.000 08/16/2024,42.09788333,-87.82838517,159.100,1.2,0.8,3D,Yes,0.027,0.051,0.058,,,0.9,,Yes,30,2
194,15:52:42.000 08/16/2024,42.09788317,-87.82838500,159.100,1.2,0.8,3D,Yes,0.027,0.050,0.057,,,0.9,,Yes,30,2
195,15:52:43.000 08/16/2024,42.09788333,-87.82838500,159.100,1.2,0.8,3D,Yes,0.027,0.051,0.058,,,0.9,,Yes,30,2
196,15:52:44.000 08/16/2024,42.09788333,-87.82838500,159.100,1.2,0.8,3D,Yes,0.028,0.051,0.058,,,0.9,,Yes,30,2
197,15:52:45.000 08/16/2024,42.09788333,-87.82838500,159.100,1.2,0.8,3D,Yes,0.029,0.055,0.062,,,0.9,,Yes,30,2
198,15:52:46.000 08/16/2024,42.09788333,-87.82838500,159.100,1.2,0.8,3D,Yes,0.029,0.055,0.062,,,0.9,,Yes,30,2
199,15:52:47.000 08/16/2024,42.09788333,-87.82838500,159.100,1.2,0.8,3D,Yes,0.030,0.057,0.064,,,0.9,,Yes,30,2
200,15:52:48.000 08/16/2024,42.09788333,-87.82838500,159.100,1.2,0.8,3D,Yes,0.030,0.058,0.065,,,0.9,,Yes,30,2
201,15:52:49.000 08/16/2024,42.09788300,-87.82838550,159.100,1.2,0.8,3D,Yes,0.028,0.052,0.059,,,0.9,,Yes,30,2
202,15:52:50.000 08/16/2024,42.09788300,-87.82838550,159.100,1.2,0.8,3D,Yes,0.028,0.053,0.060,,,0.9,,Yes,30,2
203,15:52:51.000 08/16/2024,42.09788300,-87.82838567,159.100,1.2,0.8,3D,Yes,0.026,0.047,0.054,,,0.9,,Yes,30,2
204,15:52:52.000 08/16/2024,42.09788300,-87.82838550,159.100,1.2,0.8,3D,Yes,0.026,0.047,0.054,,,0.9,,Yes,30,2
205,15:52:53.000 08/16/2024,42.09788300,-87.82838550,159.100,1.2,0.8,3D,Yes,0.027,0.048,0.055,,,0.9,,Yes,30,2
206,15:52:54.000 08/16/2024,42.09788300,-87.82838550,159.100,1.2,0.8,3D,Yes,0.027,0.050,0.057,,,0.9,,Yes,30,2
207,15:52:55.000 08/16/2024,42.09788300,-87.82838550,159.100,1.2,0.8,3D,Yes,0.027,0.052,0.059,,,0.9,,Yes,30,2
208,15:52:56.000 08/16/2024,42.09788300,-87.82838533,159.100,1.2,0.8,3D,Yes,0.027,0.053,0.059,,,0.9,,Yes,30,2
209,15:52:57.000 08/16/2024,42.09788300,-87.82838533,159.100,1.2,0.8,3D,Yes,0.027,0.054,0.060,,,0.9,,Yes,30,2
210,15:52:58.000 08/16/2024,42.09788317,-87.82838533,159.100,1.2,0.8,3D,Yes,0.027,0.050,0.057,,,0.9,,Yes,30,2
211,15:52:59.000 08/16/2024,42.09788317,-87.82838533,159.100,1.2,0.8,3D,Yes,0.028,0.051,0.058,,,0.9,,Yes,30,2
212,15:53:00.000 08/16/2024,42.09788300,-87.82838517,159.100,1.2,0.8,3D,Yes,0.028,0.052,0.059,,,0.9,,Yes,30,2
213,15:53:01.000 08/16/2024,42.09788317,-87.82838517,159.100,1.2,0.8,3D,Yes,0.031,0.056,0.064,,,0.9,,Yes,30,2
214,15:53:02.000 08/16/2024,42.09788317,-87.82838500,159.100,1.2,0.8,3D,Yes,0.031,0.053,0.061,,,0.9,,Yes,30,2
215,15:53:03.000 08/16/2024,42.09788317,-87.82838500,159.100,1.2,0.8,3D,Yes,0.031,0.054,0.062,,,0.9,,Yes,30,2
216,15:53:04.000 08/16/2024,42.09788317,-87.82838533,159.100,1.2,0.8,3D,Yes,0.032,0.054,0.063,,,0.9,,Yes,30,2
217,15:53:05.000 08/16/2024,42.09788317,-87.82838533,159.100,1.2,0.8,3D,Yes,0.032,0.055,0.064,,,0.9,,Yes,30,2
218,15:53:06.000 08/16/2024,42.09788317,-87.82838533,159.100,1.3,0.8,3D,Yes,0.033,0.056,0.065,,,1.0,,Yes,29,2
219,15:53:07.000 08/16/2024,42.09788317,-87.82838533,159.100,1.3,0.8,3D,Yes,0.033,0.057,0.066,,,1.0,,Yes,29,2
220,15:53:08.000 08/16/2024,42.09788300,-87.82838533,159.100,1.3,0.8,3D,Yes,0.031,0.053,0.061,,,1.0,,Yes,29,2
221,15:53:09.000 08/16/2024,42.09788300,-87.82838533,159.100,1.3,0.8,3D,Yes,0.032,0.054,0.063,,,1.0,,Yes,29,2
222,15:53:10.000 08/16/2024,42.09788300,-87.82838533,159.100,1.3,0.8,3D,Yes,0.032,0.055,0.064,,,1.0,,Yes,29,2
223,15:53:11.000 08/16/2024,42.09788317,-87.82838533,159.100,1.3,0.8,3D,Yes,0.032,0.052,0.061,,,1.0,,Yes,29,2
224,15:53:12.000 08/16/2024,42.09788317,-87.82838533,159.100,1.3,0.8,3D,Yes,0.033,0.052,0.062,,,1.0,,Yes,29,2
225,15:53:13.000 08/16/2024,42.09788317,-87.82838517,159.100,1.3,0.8,3D,Yes,0.033,0.053,0.062,,,1.0,,Yes,29,2
226,15:53:14.000 08/16/2024,42.09788317,-87.82838517,159.100,1.3,0.8,3D,Yes,0.033,0.054,0.063,,,1.0,,Yes,29,2
227,15:53:15.000 08/16/2024,42.09788317,-87.82838517,159.100,1.3,0.8,3D,Yes,0.033,0.055,0.064,,,1.0,,Yes,29,2
228,15:53:16.000 08/16/2024,42.09788317,-87.82838517,159.100,1.3,0.8,3D,Yes,0.034,0.054,0.064,,,1.0,,Yes,29,2
229,15:53:17.000 08/16/2024,42.09788333,-87.82838500,159.100,1.3,0.8,3D,Yes,0.035,0.057,0.067,,,1.0,,Yes,29,2
230,15:53:18.000 08/16/2024,42.09788333,-87.82838517,159.100,1.3,0.8,3D,Yes,0.035,0.057,0.067,,,1.0,,Yes,29,2
231,15:53:19.000 08/16/2024,42.09788300,-87.82838567,159.100,1.3,0.8,3D,Yes,0.032,0.053,0.062,,,1.0,,Yes,29,2
232,15:53:20.000 08/16/2024,42.09788283,-87.82838567,159.100,1.3,0.8,3D,Yes,0.032,0.053,0.062,,,1.0,,Yes,29,2
233,15:53:21.000 08/16/2024,42.09788283,-87.82838567,159.100,1.3,0.8,3D,Yes,0.031,0.050,0.059,,,1.0,,Yes,29,2
234,15:53:22.000 08/16/2024,42.09788283,-87.82838550,159.100,1.3,0.8,3D,Yes,0.031,0.051,0.060,,,1.0,,Yes,29,2
235,15:53:23.000 08/16/2024,42.09788267,-87.82838550,159.100,1.3,0.8,3D,Yes,0.032,0.052,0.061,,,1.0,,Yes,29,2
236,15:53:24.000 08/16/2024,42.09788283,-87.82838567,159.100,1.3,0.8,3D,Yes,0.033,0.054,0.063,,,1.0,,Yes,29,2
237,15:53:25.000 08/16/2024,42.09788283,-87.82838567,159.100,1.3,0.8,3D,Yes,0.033,0.053,0.062,,,1.0,,Yes,29,2
238,15:53:26.000 08/16/2024,42.09788283,-87.82838550,159.100,1.3,0.8,3D,Yes,0.030,0.047,0.056,,,1.0,,Yes,29,2
239,15:53:27.000 08/16/2024,42.09788283,-87.82838550,159.100,1.3,0.8,3D,Yes,0.031,0.046,0.055,,,1.0,,Yes,29,2
240,15:53:28.000 08/16/2024,42.09788283,-87.82838550,159.100,1.3,0.8,3D,Yes,0.030,0.047,0.056,,,1.0,,Yes,29,2
241,15:53:29.000 08/16/2024,42.09788283,-87.82838533,159.200,1.3,0.8,3D,Yes,0.032,0.051,0.060,,,1.0,,Yes,29,2
242,15:53:30.000 08/16/2024,42.09788283,-87.82838533,159.200,1.3,0.8,3D,Yes,0.032,0.052,0.061,,,1.0,,Yes,29,2
243,15:53:31.000 08/16/2024,42.09788300,-87.82838517,159.200,1.3,0.8,3D,Yes,0.032,0.058,0.066,,,1.0,,Yes,29,2
244,15:53:32.000 08/16/2024,42.09788283,-87.82838533,159.100,1.3,0.8,3D,Yes,0.032,0.059,0.067,,,1.0,,Yes,29,2
245,15:53:33.000 08/16/2024,42.09788283,-87.82838533,159.100,1.3,0.8,3D,Yes,0.030,0.054,0.062,,,1.0,,Yes,29,2
246,15:53:34.000 08/16/2024,42.09788283,-87.82838533,159.100,1.3,0.8,3D,Yes,0.030,0.054,0.062,,,1.0,,Yes,29,2
247,15:53:35.000 08/16/2024,42.09788300,-87.82838517,159.200,1.3,0.8,3D,Yes,0.032,0.057,0.065,,,1.0,,Yes,29,2
248,15:53:36.000 08/16/2024,42.09788283,-87.82838550,159.100,1.3,0.8,3D,Yes,0.033,0.052,0.062,,,1.0,,Yes,29,2
249,15:53:37.000 08/16/2024,42.09788300,-87.82838533,159.100,1.3,0.8,3D,Yes,0.037,0.063,0.073,,,1.0,,Yes,29,2
250,15:53:38.000 08/16/2024,42.09788300,-87.82838533,159.100,1.3,0.8,3D,Yes,0.036,0.059,0.069,,,1.0,,Yes,29,2
251,15:53:39.000 08/16/2024,42.09788317,-87.82838550,159.100,1.3,0.8,3D,Yes,0.035,0.058,0.068,,,1.0,,Yes,29,2
252,15:53:40.000 08/16/2024,42.09788300,-87.82838550,159.100,1.3,0.8,3D,Yes,0.035,0.058,0.068,,,1.0,,Yes,29,2
253,15:53:41.000 08/16/2024,42.09788300,-87.82838550,159.100,1.3,0.8,3D,Yes,0.032,0.054,0.063,,,1.0,,Yes,29,2
254,15:53:42.000 08/16/2024,42.09788300,-87.82838533,159.100,1.3,0.8,3D,Yes,0.033,0.056,0.065,,,1.0,,Yes,29,2
255,15:53:43.000 08/16/2024,42.09788300,-87.82838550,159.100,1.3,0.8,3D,Yes,0.032,0.056,0.064,,,1.0,,Yes,29,2
256,15:53:44.000 08/16/2024,42.09788300,-87.82838533,159.100,1.3,0.8,3D,Yes,0.033,0.057,0.066,,,1.0,,Yes,29,2
257,15:53:45.000 08/16/2024,42.09788300,-87.82838533,159.100,1.3,0.8,3D,Yes,0.031,0.053,0.061,,,1.0,,Yes,29,2
258,15:53:46.000 08/16/2024,42.09788300,-87.82838550,159.100,1.3,0.8,3D,Yes,0.030,0.054,0.062,,,1.0,,Yes,29,2
259,15:53:47.000 08/16/2024,42.09788317,-87.82838533,159.100,1.3,0.8,3D,Yes,0.030,0.057,0.064,,,1.0,,Yes,29,2
260,15:53:48.000 08/16/2024,42.09788317,-87.82838550,159.100,1.3,0.8,3D,Yes,0.031,0.058,0.066,,,1.0,,Yes,29,2
261,15:53:49.000 08/16/2024,42.09788300,-87.82838550,159.000,1.3,0.8,3D,Yes,0.032,0.058,0.066,,,1.0,,Yes,29,1
262,15:53:50.000 08/16/2024,42.09788300,-87.82838550,159.000,1.3,0.8,3D,Yes,0.032,0.059,0.067,,,1.0,,Yes,29,1
263,15:53:51.000 08/16/2024,42.09788267,-87.82838583,159.100,1.3,0.8,3D,Yes,0.027,0.049,0.056,,,1.0,,Yes,29,1
264,15:53:52.000 08/16/2024,42.09788250,-87.82838567,159.200,1.3,0.8,3D,Yes,0.030,0.054,0.062,,,1.0,,Yes,29,2
265,15:53:53.000 08/16/2024,42.09788267,-87.82838550,159.200,1.3,0.8,3D,Yes,0.030,0.055,0.063,,,1.0,,Yes,29,2
266,15:53:54.000 08/16/2024,42.09788267,-87.82838550,159.200,1.3,0.8,3D,Yes,0.030,0.056,0.064,,,1.0,,Yes,29,2
267,15:53:55.000 08/16/2024,42.09788267,-87.82838550,159.200,1.3,0.8,3D,Yes,0.030,0.056,0.064,,,1.0,,Yes,29,2
268,15:53:56.000 08/16/2024,42.09788267,-87.82838550,159.200,1.3,0.8,3D,Yes,0.028,0.053,0.060,,,1.0,,Yes,29,2
269,15:53:57.000 08/16/2024,42.09788267,-87.82838550,159.200,1.3,0.8,3D,Yes,0.028,0.054,0.061,,,1.0,,Yes,29,2
270,15:53:58.000 08/16/2024,42.09788267,-87.82838550,159.200,1.3,0.8,3D,Yes,0.028,0.054,0.061,,,1.0,,Yes,29,2
271,15:53:59.000 08/16/2024,42.09788267,-87.82838533,159.200,1.3,0.8,3D,Yes,0.030,0.057,0.064,,,1.0,,Yes,29,2
272,15:54:00.000 08/16/2024,42.09788267,-87.82838533,159.200,1.3,0.8,3D,Yes,0.030,0.059,0.066,,,1.0,,Yes,29,2
273,15:54:01.000 08/16/2024,42.09788267,-87.82838533,159.200,1.3,0.8,3D,Yes,0.029,0.055,0.062,,,1.0,,Yes,29,2
274,15:54:02.000 08/16/2024,42.09788267,-87.82838533,159.200,1.3,0.8,3D,Yes,0.031,0.058,0.066,,,1.0,,Yes,29,2
275,15:54:03.000 08/16/2024,42.09788283,-87.82838533,159.200,1.3,0.8,3D,Yes,0.030,0.056,0.064,,,1.0,,Yes,29,2
276,15:54:04.000 08/16/2024,42.09788283,-87.82838533,159.200,1.3,0.8,3D,Yes,0.031,0.060,0.068,,,1.0,,Yes,29,2
277,15:54:05.000 08/16/2024,42.09788283,-87.82838533,159.200,1.3,0.8,3D,Yes,0.030,0.059,0.066,,,1.0,,Yes,29,2
278,15:54:06.000 08/16/2024,42.09788283,-87.82838517,159.200,1.3,0.8,3D,Yes,0.028,0.050,0.057,,,1.0,,Yes,29,2
279,15:54:07.000 08/16/2024,42.09788283,-87.82838533,159.200,1.3,0.8,3D,Yes,0.028,0.049,0.056,,,1.0,,Yes,29,2
280,15:54:08.000 08/16/2024,42.09788283,-87.82838533,159.200,1.3,0.8,3D,Yes,0.028,0.049,0.056,,,1.0,,Yes,29,2
281,15:54:09.000 08/16/2024,42.09788283,-87.82838533,159.100,1.3,0.8,3D,Yes,0.030,0.050,0.058,,,1.0,,Yes,29,2
282,15:54:10.000 08/16/2024,42.09788300,-87.82838517,159.100,1.3,0.8,3D,Yes,0.028,0.049,0.056,,,1.0,,Yes,29,2
283,15:54:11.000 08/16/2024,42.09788300,-87.82838550,159.100,1.3,0.8,3D,Yes,0.029,0.049,0.057,,,1.0,,Yes,29,2
284,15:54:12.000 08/16/2024,42.09788283,-87.82838567,159.100,1.3,0.8,3D,Yes,0.026,0.046,0.053,,,1.0,,Yes,29,2
285,15:54:13.000 08/16/2024,42.09788300,-87.82838567,159.100,1.3,0.8,3D,Yes,0.026,0.046,0.053,,,1.0,,Yes,29,2
286,15:54:14.000 08/16/2024,42.09788300,-87.82838550,159.100,1.3,0.8,3D,Yes,0.026,0.047,0.054,,,1.0,,Yes,29,2
287,15:54:15.000 08/16/2024,42.09788300,-87.82838550,159.000,1.3,0.8,3D,Yes,0.027,0.048,0.055,,,1.0,,Yes,29,2
288,15:54:16.000 08/16/2024,42.09788300,-87.82838550,159.100,1.3,0.8,3D,Yes,0.027,0.049,0.056,,,1.0,,Yes,29,2
289,15:54:17.000 08/16/2024,42.09788300,-87.82838550,159.100,1.3,0.8,3D,Yes,0.028,0.050,0.057,,,1.0,,Yes,29,2
290,15:54:18.000 08/16/2024,42.09788300,-87.82838550,159.100,1.3,0.8,3D,Yes,0.029,0.051,0.059,,,1.0,,Yes,29,2
291,15:54:19.000 08/16/2024,42.09788300,-87.82838550,159.000,1.3,0.8,3D,Yes,0.029,0.052,0.060,,,1.0,,Yes,29,2
292,15:54:20.000 08/16/2024,42.09788300,-87.82838517,159.100,1.3,0.8,3D,Yes,0.030,0.055,0.063,,,1.0,,Yes,29,2
293,15:54:21.000 08/16/2024,42.09788300,-87.82838517,159.100,1.3,0.8,3D,Yes,0.032,0.063,0.071,,,1.0,,Yes,29,2
294,15:54:22.000 08/16/2024,42.09788300,-87.82838517,159.100,1.3,0.8,3D,Yes,0.032,0.061,0.069,,,1.0,,Yes,29,2
295,15:54:23.000 08/16/2024,42.09788300,-87.82838517,159.100,1.3,0.8,3D,Yes,0.033,0.061,0.069,,,1.0,,Yes,29,2
296,15:54:24.000 08/16/2024,42.09788300,-87.82838500,159.100,1.3,0.8,3D,Yes,0.034,0.067,0.075,,,1.0,,Yes,29,2
297,15:54:25.000 08/16/2024,42.09788317,-87.82838500,159.100,1.3,0.8,3D,Yes,0.033,0.068,0.076,,,1.0,,Yes,29,2
298,15:54:26.000 08/16/2024,42.09788317,-87.82838500,159.100,1.3,0.8,3D,Yes,0.034,0.070,0.078,,,1.0,,Yes,29,2
299,15:54:27.000 08/16/2024,42.09788317,-87.82838500,159.100,1.3,0.8,3D,Yes,0.035,0.072,0.080,,,1.0,,Yes,29,2
300,15:54:28.000 08/16/2024,42.09788317,-87.82838517,159.100,1.3,0.8,3D,Yes,0.036,0.074,0.082,,,1.0,,Yes,29,2
301,15:54:29.000 08/16/2024,42.09788283,-87.82838550,159.100,1.3,0.8,3D,Yes,0.030,0.056,0.064,,,1.0,,Yes,29,2
302,15:54:30.000 08/16/2024,42.09788267,-87.82838550,159.100,1.3,0.8,3D,Yes,0.030,0.056,0.064,,,1.0,,Yes,29,2
303,15:54:31.000 08/16/2024,42.09788267,-87.82838550,159.100,1.3,0.8,3D,Yes,0.031,0.055,0.063,,,1.0,,Yes,29,2
304,15:54:32.000 08/16/2024,42.09788267,-87.82838550,159.100,1.3,0.8,3D,Yes,0.031,0.056,0.064,,,1.0,,Yes,29,2
305,15:54:33.000 08/16/2024,42.09788267,-87.82838550,159.100,1.3,0.8,3D,Yes,0.031,0.057,0.065,,,1.0,,Yes,29,2
306,15:54:34.000 08/16/2024,42.09788283,-87.82838533,159.100,1.3,0.8,3D,Yes,0.031,0.057,0.065,,,1.0,,Yes,29,2
307,15:54:35.000 08/16/2024,42.09788283,-87.82838533,159.100,1.3,0.8,3D,Yes,0.031,0.057,0.065,,,1.0,,Yes,29,2
308,15:54:36.000 08/16/2024,42.09788283,-87.82838550,159.100,1.3,0.8,3D,Yes,0.028,0.053,0.060,,,1.0,,Yes,29,2
309,15:54:37.000 08/16/2024,42.09788267,-87.82838550,159.100,1.3,0.8,3D,Yes,0.028,0.054,0.061,,,1.0,,Yes,29,2
310,15:54:38.000 08/16/2024,42.09788267,-87.82838533,159.100,1.3,0.8,3D,Yes,0.028,0.054,0.061,,,1.0,,Yes,29,2
311,15:54:39.000 08/16/2024,42.09788283,-87.82838533,159.100,1.3,0.8,3D,Yes,0.029,0.054,0.061,,,1.0,,Yes,29,2
312,15:54:40.000 08/16/2024,42.09788283,-87.82838533,159.100,1.3,0.8,3D,Yes,0.029,0.055,0.062,,,1.0,,Yes,29,2
313,15:54:41.000 08/16/2024,42.09788267,-87.82838550,159.000,1.3,0.8,3D,Yes,0.030,0.056,0.064,,,1.0,,Yes,29,2
314,15:54:42.000 08/16/2024,42.09788267,-87.82838550,159.100,1.3,0.8,3D,Yes,0.031,0.057,0.065,,,1.0,,Yes,29,2
315,15:54:43.000 08/16/2024,42.09788267,-87.82838550,159.100,1.3,0.8,3D,Yes,0.028,0.050,0.057,,,1.0,,Yes,29,2
316,15:54:44.000 08/16/2024,42.09788283,-87.82838550,159.100,1.3,0.8,3D,Yes,0.027,0.050,0.057,,,1.0,,Yes,29,2
317,15:54:45.000 08/16/2024,42.09788267,-87.82838550,159.100,1.3,0.8,3D,Yes,0.028,0.051,0.058,,,1.0,,Yes,29,2
318,15:54:46.000 08/16/2024,42.09788267,-87.82838550,159.100,1.3,0.8,3D,Yes,0.028,0.052,0.059,,,1.0,,Yes,29,2
319,15:54:47.000 08/16/2024,42.09788267,-87.82838550,159.100,1.3,0.8,3D,Yes,0.028,0.053,0.060,,,1.0,,Yes,29,2
320,15:54:48.000 08/16/2024,42.09788283,-87.82838550,159.100,1.3,0.8,3D,Yes,0.029,0.056,0.063,,,1.0,,Yes,29,2
321,15:54:49.000 08/16/2024,42.09788233,-87.82838600,159.000,1.3,0.8,3D,Yes,0.028,0.055,0.062,,,1.0,,Yes,29,2
322,15:54:50.000 08/16/2024,42.09788233,-87.82838583,159.100,1.3,0.8,3D,Yes,0.028,0.053,0.060,,,1.0,,Yes,29,2
323,15:54:51.000 08/16/2024,42.09788233,-87.82838583,159.100,1.3,0.8,3D,Yes,0.027,0.049,0.056,,,1.0,,Yes,29,2
324,15:54:52.000 08/16/2024,42.09788233,-87.82838583,159.100,1.3,0.8,3D,Yes,0.027,0.048,0.055,,,1.0,,Yes,29,2
325,15:54:53.000 08/16/2024,42.09788233,-87.82838583,159.000,1.3,0.8,3D,Yes,0.027,0.048,0.055,,,1.0,,Yes,29,2
326,15:54:54.000 08/16/2024,42.09788250,-87.82838567,159.100,1.3,0.8,3D,Yes,0.029,0.049,0.057,,,1.0,,Yes,29,2
327,15:54:55.000 08/16/2024,42.09788250,-87.82838583,159.100,1.3,0.8,3D,Yes,0.030,0.048,0.057,,,1.0,,Yes,29,2
328,15:54:56.000 08/16/2024,42.09788250,-87.82838567,159.100,1.3,0.8,3D,Yes,0.029,0.048,0.056,,,1.0,,Yes,29,2
329,15:54:57.000 08/16/2024,42.09788250,-87.82838567,159.100,1.3,0.8,3D,Yes,0.027,0.047,0.054,,,1.0,,Yes,29,2
330,15:54:58.000 08/16/2024,42.09788250,-87.82838567,159.100,1.3,0.8,3D,Yes,0.029,0.049,0.057,,,1.0,,Yes,29,2
331,15:54:59.000 08/16/2024,42.09788250,-87.82838583,159.000,1.3,0.8,3D,Yes,0.029,0.047,0.055,,,1.0,,Yes,29,2
332,15:55:00.000 08/16/2024,42.09788250,-87.82838583,159.000,1.3,0.8,3D,Yes,0.029,0.047,0.055,,,1.0,,Yes,29,2
333,15:55:01.000 08/16/2024,42.09788250,-87.82838583,159.000,1.3,0.8,3D,Yes,0.025,0.044,0.051,,,1.0,,Yes,29,2
334,15:55:02.000 08/16/2024,42.09788250,-87.82838567,159.100,1.3,0.8,3D,Yes,0.028,0.047,0.055,,,1.0,,Yes,29,2
335,15:55:03.000 08/16/2024,42.09788233,-87.82838567,159.100,1.3,0.8,3D,Yes,0.028,0.048,0.056,,,1.0,,Yes,29,2
336,15:55:04.000 08/16/2024,42.09788250,-87.82838567,159.100,1.3,0.8,3D,Yes,0.028,0.048,0.056,,,1.1,,Yes,28,2
337,15:55:05.000 08/16/2024,42.09788250,-87.82838567,159.100,1.3,0.8,3D,Yes,0.029,0.049,0.057,,,1.1,,Yes,28,2
338,15:55:06.000 08/16/2024,42.09788250,-87.82838567,159.100,1.3,0.8,3D,Yes,0.028,0.046,0.054,,,1.1,,Yes,28,2
339,15:55:07.000 08/16/2024,42.09788250,-87.82838567,159.100,1.3,0.8,3D,Yes,0.027,0.047,0.054,,,1.1,,Yes,28,2
340,15:55:08.000 08/16/2024,42.09788267,-87.82838567,159.000,1.3,0.8,3D,Yes,0.027,0.048,0.055,,,1.1,,Yes,28,2
341,15:55:09.000 08/16/2024,42.09788250,-87.82838567,159.000,1.3,0.8,3D,Yes,0.027,0.049,0.056,,,1.1,,Yes,28,2
342,15:55:10.000 08/16/2024,42.09788250,-87.82838567,159.000,1.3,0.8,3D,Yes,0.027,0.049,0.056,,,1.1,,Yes,28,2
343,15:55:11.000 08/16/2024,42.09788250,-87.82838567,159.000,1.3,0.8,3D,Yes,0.028,0.047,0.055,,,1.1,,Yes,28,2
344,15:55:12.000 08/16/2024,42.09788250,-87.82838567,159.000,1.3,0.8,3D,Yes,0.028,0.047,0.055,,,1.1,,Yes,28,2
345,15:55:13.000 08/16/2024,42.09788267,-87.82838550,159.000,1.3,0.8,3D,Yes,0.028,0.048,0.056,,,1.1,,Yes,28,2
346,15:55:14.000 08/16/2024,42.09788267,-87.82838550,159.000,1.3,0.8,3D,Yes,0.029,0.049,0.057,,,1.1,,Yes,28,2
347,15:55:15.000 08/16/2024,42.09788267,-87.82838550,159.000,1.3,0.8,3D,Yes,0.028,0.050,0.057,,,1.1,,Yes,28,2
348,15:55:16.000 08/16/2024,42.09788267,-87.82838533,159.100,1.3,0.8,3D,Yes,0.028,0.051,0.058,,,1.1,,Yes,28,2
349,15:55:17.000 08/16/2024,42.09788250,-87.82838550,159.100,1.3,0.8,3D,Yes,0.030,0.052,0.060,,,1.1,,Yes,28,2
350,15:55:18.000 08/16/2024,42.09788267,-87.82838533,159.100,1.3,0.8,3D,Yes,0.031,0.059,0.067,,,1.1,,Yes,28,2
351,15:55:19.000 08/16/2024,42.09788267,-87.82838550,159.000,1.3,0.8,3D,Yes,0.031,0.059,0.067,,,1.1,,Yes,28,2
352,15:55:20.000 08/16/2024,42.09788267,-87.82838533,159.100,1.3,0.8,3D,Yes,0.031,0.058,0.066,,,1.1,,Yes,28,2
353,15:55:21.000 08/16/2024,42.09788217,-87.82838600,159.100,1.3,0.8,3D,Yes,0.027,0.048,0.055,,,1.1,,Yes,28,2
354,15:55:22.000 08/16/2024,42.09788217,-87.82838600,159.100,1.3,0.8,3D,Yes,0.027,0.049,0.056,,,1.1,,Yes,28,2
355,15:55:23.000 08/16/2024,42.09788217,-87.82838617,159.100,1.3,0.8,3D,Yes,0.028,0.048,0.056,,,1.1,,Yes,28,2
356,15:55:24.000 08/16/2024,42.09788217,-87.82838600,159.100,1.3,0.8,3D,Yes,0.028,0.049,0.056,,,1.1,,Yes,28,2
357,15:55:25.000 08/16/2024,42.09788233,-87.82838600,159.100,1.3,0.8,3D,Yes,0.029,0.054,0.061,,,1.1,,Yes,28,2
358,15:55:26.000 08/16/2024,42.09788217,-87.82838600,159.100,1.3,0.8,3D,Yes,0.031,0.048,0.057,,,1.1,,Yes,28,2
359,15:55:27.000 08/16/2024,42.09788217,-87.82838600,159.100,1.3,0.8,3D,Yes,0.031,0.048,0.057,,,1.1,,Yes,28,2
360,15:55:28.000 08/16/2024,42.09788233,-87.82838600,159.100,1.3,0.8,3D,Yes,0.034,0.056,0.066,,,1.1,,Yes,28,2
361,15:55:29.000 08/16/2024,42.09788217,-87.82838583,159.100,1.3,0.8,3D,Yes,0.034,0.056,0.066,,,1.1,,Yes,28,2
362,15:55:30.000 08/16/2024,42.09788217,-87.82838583,159.100,1.3,0.8,3D,Yes,0.035,0.056,0.066,,,1.1,,Yes,28,2
