Index,UTC,Lat,Lon,Alt (HAE),PDOP,HDOP,VDOP,Fix type (GPS),SVs Used,Carrier Range Status,RTK Fix Type
246,19:06:21.000 08/15/2024,41.88714500,-87.65901483,147.600,1.6,0.8,1.3,3D,20,1,Float
247,19:06:22.000 08/15/2024,41.88713467,-87.65901383,147.600,1.6,0.8,1.3,3D,21,1,Float
248,19:06:23.000 08/15/2024,41.88712567,-87.65901350,147.500,1.7,0.9,1.4,3D,19,1,Float
249,19:06:24.000 08/15/2024,41.88711583,-87.65901250,147.600,1.7,1.0,1.4,3D,18,1,Float
250,19:06:25.000 08/15/2024,41.88710567,-87.65901267,147.600,1.7,1.0,1.4,3D,17,1,Float
251,19:06:26.000 08/15/2024,41.88709583,-87.65901233,147.600,1.8,1.0,1.4,3D,17,1,Float
252,19:06:27.000 08/15/2024,41.88708500,-87.65901117,147.700,1.8,1.0,1.4,3D,17,1,Float
253,19:06:28.000 08/15/2024,41.88707517,-87.65901133,147.900,2.5,1.7,1.8,3D,18,1,Float
254,19:06:29.000 08/15/2024,41.88706583,-87.65901150,147.700,2.5,1.7,1.8,3D,17,1,Float
255,19:06:30.000 08/15/2024,41.88705617,-87.65901117,147.700,1.8,1.0,1.4,3D,17,1,Float
256,19:06:31.000 08/15/2024,41.88704667,-87.65901167,147.600,2.6,1.9,1.8,3D,16,1,Float
257,19:06:32.000 08/15/2024,41.88703617,-87.65901233,147.600,1.8,1.0,1.5,3D,17,1,Float
258,19:06:33.000 08/15/2024,41.88702617,-87.65901200,147.600,2.6,1.9,1.8,3D,17,1,Float
259,19:06:34.000 08/15/2024,41.88701667,-87.65901283,147.500,2.6,1.9,1.8,3D,17,1,Float
260,19:06:35.000 08/15/2024,41.88700717,-87.65901417,147.100,2.6,1.9,1.8,3D,17,1,Float
261,19:06:36.000 08/15/2024,41.88699733,-87.65901450,146.800,2.5,1.7,1.8,3D,17,1,Float
262,19:06:37.000 08/15/2024,41.88698750,-87.65901267,147.000,2.5,1.7,1.8,3D,17,1,Float
263,19:06:38.000 08/15/2024,41.88697717,-87.65901050,147.400,2.5,1.7,1.8,3D,18,1,Float
264,19:06:39.000 08/15/2024,41.88696717,-87.65900900,147.400,2.5,1.7,1.8,3D,18,1,Float
265,19:06:40.000 08/15/2024,41.88695767,-87.65900717,147.500,2.6,1.9,1.8,3D,17,1,Float
266,19:06:41.000 08/15/2024,41.88694750,-87.65900617,147.600,2.6,1.9,1.8,3D,18,1,Float
267,19:06:42.000 08/15/2024,41.88693767,-87.65900567,147.600,2.5,1.7,1.8,3D,17,1,Float
268,19:06:43.000 08/15/2024,41.88692800,-87.65900500,147.600,2.5,1.7,1.8,3D,16,1,Float
269,19:06:44.000 08/15/2024,41.88691833,-87.65900550,147.500,2.5,1.7,1.8,3D,16,1,Float
270,19:06:45.000 08/15/2024,41.88690983,-87.65900450,147.300,2.5,1.7,1.8,3D,16,0,No Fix
271,19:06:46.000 08/15/2024,41.88690100,-87.65900350,147.200,2.6,1.9,1.8,3D,16,0,No Fix
272,19:06:47.000 08/15/2024,41.88688917,-87.65900650,146.900,2.6,1.9,1.8,3D,17,1,Float
273,19:06:48.000 08/15/2024,41.88687917,-87.65900750,147.000,2.6,1.9,1.8,3D,19,1,Float
274,19:06:49.000 08/15/2024,41.88687000,-87.65900850,146.700,2.6,1.9,1.8,3D,18,1,Float
275,19:06:50.000 08/15/2024,41.88686067,-87.65901133,146.500,2.6,1.9,1.8,3D,17,0,No Fix
276,19:06:51.000 08/15/2024,41.88685217,-87.65901333,146.300,2.5,1.7,1.8,3D,19,0,No Fix
277,19:06:52.000 08/15/2024,41.88684300,-87.65901317,146.200,2.5,1.7,1.8,3D,20,0,No Fix
278,19:06:53.000 08/15/2024,41.88683533,-87.65901317,145.900,2.5,1.7,1.8,3D,21,1,Float
279,19:06:54.000 08/15/2024,41.88682850,-87.65901667,145.200,1.5,0.9,1.2,3D,21,1,Float
280,19:06:55.000 08/15/2024,41.88681917,-87.65901867,145.200,2.6,1.9,1.8,3D,19,1,Float
281,19:06:56.000 08/15/2024,41.88681033,-87.65902000,145.000,2.6,1.9,1.8,3D,21,1,Float
282,19:06:57.000 08/15/2024,41.88680200,-87.65902233,144.900,1.6,1.0,1.3,3D,21,0,No Fix
283,19:06:59.000 08/15/2024,41.88678700,-87.65902700,144.754,2.5,1.9,1.8,3D,19,1,Float
284,19:07:00.000 08/15/2024,41.88677967,-87.65903200,144.514,2.5,1.7,1.8,3D,20,1,Float
285,19:07:01.000 08/15/2024,41.88677300,-87.65903550,144.330,1.9,1.7,1.8,3D,18,1,Float
286,19:07:02.000 08/15/2024,41.88676667,-87.65903700,144.323,1.9,1.2,1.5,3D,20,1,Float
287,19:07:03.000 08/15/2024,41.88676167,-87.65903467,144.393,1.9,1.2,1.4,3D,23,1,Float
288,19:07:04.000 08/15/2024,41.88675750,-87.65903083,144.354,1.7,1.2,1.4,3D,20,1,Float
289,19:07:05.000 08/15/2024,41.88675250,-87.65902600,144.475,1.7,1.0,1.4,3D,23,1,Float
290,19:07:06.000 08/15/2024,41.88674700,-87.65902067,144.530,1.6,0.9,1.4,3D,24,1,Float
291,19:07:07.000 08/15/2024,41.88673950,-87.65901733,144.573,1.8,0.8,1.3,3D,21,1,Float
292,19:07:08.000 08/15/2024,41.88673050,-87.65901650,144.712,1.7,1.1,1.4,3D,21,1,Float
293,19:07:09.000 08/15/2024,41.88672100,-87.65901617,144.889,1.5,0.9,1.4,3D,22,1,Float
294,19:07:10.000 08/15/2024,41.88671083,-87.65901567,145.024,1.5,0.9,1.3,3D,23,1,Float
295,19:07:11.000 08/15/2024,41.88669883,-87.65901550,145.231,1.4,0.8,1.3,3D,22,1,Float
296,19:07:12.000 08/15/2024,41.88668667,-87.65901517,145.429,1.3,0.8,1.1,3D,24,1,Float
297,19:07:13.000 08/15/2024,41.88667500,-87.65901467,145.464,1.3,0.7,1.1,3D,24,1,Float
298,19:07:14.000 08/15/2024,41.88666350,-87.65901250,145.479,1.4,0.7,1.1,3D,24,1,Float
299,19:07:15.000 08/15/2024,41.88665283,-87.65901067,145.490,1.3,0.8,1.1,3D,23,1,Float
300,19:07:16.000 08/15/2024,41.88664217,-87.65901050,145.454,1.3,0.7,1.1,3D,25,1,Float
301,19:07:17.000 08/15/2024,41.88663117,-87.65901017,145.342,1.3,0.7,1.1,3D,24,1,Float
302,19:07:18.000 08/15/2024,41.88661933,-87.65901017,145.379,1.3,0.7,1.1,3D,26,1,Float
303,19:07:19.000 08/15/2024,41.88660700,-87.65901217,145.490,1.3,0.7,1.1,3D,25,1,Float
304,19:07:20.000 08/15/2024,41.88659600,-87.65901400,145.645,1.3,0.7,1.1,3D,26,1,Float
305,19:07:21.000 08/15/2024,41.88658650,-87.65901333,145.720,1.3,0.7,1.1,3D,25,1,Float
306,19:07:22.000 08/15/2024,41.88658033,-87.65900733,145.860,1.3,0.7,1.1,3D,26,1,Float
307,19:07:23.000 08/15/2024,41.88657983,-87.65900117,145.743,1.3,0.7,1.1,3D,26,1,Float
308,19:07:24.000 08/15/2024,41.88658067,-87.65899883,145.476,1.3,0.7,1.1,3D,27,1,Float
309,19:07:25.000 08/15/2024,41.88657983,-87.65899883,145.312,1.3,0.7,1.1,3D,25,1,Float
310,19:07:26.000 08/15/2024,41.88657883,-87.65899817,145.308,1.4,0.7,1.1,3D,26,1,Float
311,19:07:27.000 08/15/2024,41.88657850,-87.65899733,145.345,1.3,0.7,1.1,3D,26,1,Float
312,19:07:28.000 08/15/2024,41.88657833,-87.65899683,145.397,1.3,0.7,1.1,3D,26,1,Float
313,19:07:29.000 08/15/2024,41.88657833,-87.65899633,145.424,1.3,0.7,1.1,3D,25,1,Float
314,19:07:30.000 08/15/2024,41.88657850,-87.65899600,145.426,1.3,0.7,1.1,3D,27,1,Float
315,19:07:31.000 08/15/2024,41.88657850,-87.65899550,145.420,1.3,0.7,1.1,3D,26,1,Float
316,19:07:32.000 08/15/2024,41.88657833,-87.65899517,145.426,1.3,0.7,1.1,3D,27,1,Float
317,19:07:33.000 08/15/2024,41.88657833,-87.65899483,145.444,1.3,0.7,1.1,3D,27,1,Float
318,19:07:34.000 08/15/2024,41.88657850,-87.65899467,145.450,1.4,0.7,1.1,3D,27,1,Float
319,19:07:35.000 08/15/2024,41.88657850,-87.65899467,145.441,1.4,0.7,1.1,3D,27,1,Float
320,19:07:36.000 08/15/2024,41.88657850,-87.65899467,145.417,1.4,0.7,1.1,3D,27,1,Float
321,19:07:37.000 08/15/2024,41.88657850,-87.65899467,145.405,1.4,0.7,1.1,3D,27,1,Float
322,19:07:38.000 08/15/2024,41.88657867,-87.65899467,145.385,1.4,0.7,1.1,3D,27,1,Float
323,19:07:39.000 08/15/2024,41.88657867,-87.65899483,145.371,1.4,0.7,1.1,3D,26,1,Float
324,19:07:40.000 08/15/2024,41.88657850,-87.65899483,145.369,1.4,0.7,1.1,3D,25,1,Float
325,19:07:41.000 08/15/2024,41.88657850,-87.65899450,145.391,1.4,0.7,1.1,3D,26,1,Float
326,19:07:42.000 08/15/2024,41.88657850,-87.65899433,145.432,1.4,0.7,1.1,3D,25,1,Float
327,19:07:43.000 08/15/2024,41.88657867,-87.65899400,145.450,1.3,0.7,1.1,3D,26,1,Float
328,19:07:44.000 08/15/2024,41.88657883,-87.65899367,145.468,1.3,0.7,1.1,3D,26,1,Float
329,19:07:45.000 08/15/2024,41.88657883,-87.65899333,145.473,1.3,0.7,1.1,3D,26,1,Float
330,19:07:46.000 08/15/2024,41.88657883,-87.65899300,145.503,1.3,0.7,1.1,3D,25,1,Float
331,19:07:47.000 08/15/2024,41.88657883,-87.65899283,145.527,1.3,0.7,1.1,3D,25,1,Float
332,19:07:48.000 08/15/2024,41.88657883,-87.65899267,145.534,1.3,0.7,1.1,3D,25,1,Float
333,19:07:49.000 08/15/2024,41.88657883,-87.65899267,145.542,1.3,0.7,1.1,3D,25,1,Float
334,19:07:50.000 08/15/2024,41.88657900,-87.65899267,145.578,1.3,0.7,1.1,3D,25,1,Float
335,19:07:51.000 08/15/2024,41.88657900,-87.65899283,145.628,1.3,0.7,1.1,3D,26,1,Float
336,19:07:52.000 08/15/2024,41.88657900,-87.65899283,145.691,1.3,0.7,1.1,3D,25,1,Float
337,19:07:53.000 08/15/2024,41.88657917,-87.65899283,145.739,1.3,0.7,1.1,3D,26,1,Float
338,19:07:54.000 08/15/2024,41.88657883,-87.65899250,146.900,1.3,0.7,1.1,3D,25,2,Fixed
339,19:07:55.000 08/15/2024,41.88657883,-87.65899233,146.903,1.3,0.7,1.1,3D,26,2,Fixed
340,19:07:56.000 08/15/2024,41.88657883,-87.65899233,146.911,1.3,0.7,1.1,3D,25,2,Fixed
341,19:07:57.000 08/15/2024,41.88657883,-87.65899233,146.917,1.3,0.7,1.1,3D,26,2,Fixed
342,19:07:58.000 08/15/2024,41.88657883,-87.65899233,146.922,1.3,0.7,1.1,3D,26,2,Fixed
343,19:07:59.000 08/15/2024,41.88657883,-87.65899233,146.916,1.3,0.7,1.1,3D,25,2,Fixed
344,19:08:00.000 08/15/2024,41.88657883,-87.65899217,146.905,1.3,0.7,1.1,3D,26,2,Fixed
345,19:08:01.000 08/15/2024,41.88657883,-87.65899217,146.904,1.3,0.7,1.1,3D,25,2,Fixed
346,19:08:02.000 08/15/2024,41.88657883,-87.65899217,146.916,1.3,0.7,1.1,3D,25,2,Fixed
347,19:08:03.000 08/15/2024,41.88657883,-87.65899217,146.920,1.3,0.7,1.1,3D,25,2,Fixed
348,19:08:04.000 08/15/2024,41.88657883,-87.65899217,146.918,1.3,0.7,1.1,3D,25,2,Fixed
349,19:08:05.000 08/15/2024,41.88657883,-87.65899217,146.907,1.3,0.7,1.1,3D,26,2,Fixed
350,19:08:06.000 08/15/2024,41.88657867,-87.65899217,146.916,1.3,0.7,1.1,3D,25,2,Fixed
351,19:08:07.000 08/15/2024,41.88657883,-87.65899217,146.901,1.3,0.7,1.1,3D,26,2,Fixed
352,19:08:08.000 08/15/2024,41.88657867,-87.65899217,146.915,1.3,0.7,1.1,3D,25,2,Fixed
353,19:08:09.000 08/15/2024,41.88657883,-87.65899217,146.905,1.3,0.7,1.1,3D,27,2,Fixed
354,19:08:10.000 08/15/2024,41.88657867,-87.65899200,146.906,1.3,0.7,1.1,3D,25,2,Fixed
355,19:08:11.000 08/15/2024,41.88657867,-87.65899200,146.925,1.3,0.7,1.1,3D,26,2,Fixed
356,19:08:12.000 08/15/2024,41.88657867,-87.65899200,146.926,1.3,0.7,1.1,3D,25,2,Fixed
357,19:08:13.000 08/15/2024,41.88657867,-87.65899200,146.918,1.3,0.7,1.1,3D,26,2,Fixed
358,19:08:14.000 08/15/2024,41.88657867,-87.65899200,146.893,1.3,0.7,1.1,3D,25,2,Fixed
359,19:08:15.000 08/15/2024,41.88657883,-87.65899217,146.902,1.3,0.7,1.1,3D,25,2,Fixed
360,19:08:16.000 08/15/2024,41.88657867,-87.65899200,146.918,1.3,0.7,1.1,3D,24,2,Fixed
361,19:08:17.000 08/15/2024,41.88657867,-87.65899183,146.922,1.3,0.7,1.1,3D,24,2,Fixed
362,19:08:18.000 08/15/2024,41.88657867,-87.65899183,146.889,1.3,0.7,1.1,3D,24,2,Fixed
363,19:08:19.000 08/15/2024,41.88657850,-87.65899183,146.918,1.3,0.7,1.1,3D,25,2,Fixed
364,19:08:20.000 08/15/2024,41.88657867,-87.65899200,146.907,1.3,0.7,1.1,3D,24,2,Fixed
365,19:08:21.000 08/15/2024,41.88657867,-87.65899183,146.908,1.3,0.7,1.1,3D,24,2,Fixed
366,19:08:22.000 08/15/2024,41.88657867,-87.65899233,146.931,1.3,0.7,1.1,3D,24,2,Fixed
367,19:08:23.000 08/15/2024,41.88657867,-87.65899233,146.927,1.3,0.7,1.1,3D,24,2,Fixed
368,19:08:24.000 08/15/2024,41.88657850,-87.65899217,146.929,1.3,0.7,1.1,3D,24,2,Fixed
369,19:08:25.000 08/15/2024,41.88657867,-87.65899217,146.930,1.3,0.7,1.1,3D,24,2,Fixed
370,19:08:26.000 08/15/2024,41.88657867,-87.65899217,146.942,1.3,0.7,1.1,3D,25,2,Fixed
371,19:08:27.000 08/15/2024,41.88657867,-87.65899217,146.871,1.3,0.7,1.1,3D,25,2,Fixed
372,19:08:28.000 08/15/2024,41.88657867,-87.65899200,146.888,1.3,0.7,1.1,3D,26,2,Fixed
373,19:08:29.000 08/15/2024,41.88657867,-87.65899183,146.916,1.3,0.7,1.1,3D,25,2,Fixed
374,19:08:30.000 08/15/2024,41.88657867,-87.65899183,146.917,1.3,0.7,1.1,3D,25,2,Fixed
375,19:08:31.000 08/15/2024,41.88657867,-87.65899183,146.873,1.3,0.7,1.1,3D,25,2,Fixed
376,19:08:32.000 08/15/2024,41.88657850,-87.65899183,146.887,1.3,0.7,1.1,3D,24,2,Fixed
377,19:08:33.000 08/15/2024,41.88657867,-87.65899200,146.868,1.3,0.7,1.1,3D,24,2,Fixed
378,19:08:34.000 08/15/2024,41.88657883,-87.65899200,146.861,1.3,0.7,1.1,3D,25,2,Fixed
379,19:08:35.000 08/15/2024,41.88657867,-87.65899183,146.872,1.3,0.7,1.1,3D,25,2,Fixed
380,19:08:36.000 08/15/2024,41.88657867,-87.65899183,146.857,1.3,0.7,1.1,3D,25,2,Fixed
381,19:08:37.000 08/15/2024,41.88657867,-87.65899167,146.839,1.3,0.7,1.1,3D,26,2,Fixed
382,19:08:38.000 08/15/2024,41.88657900,-87.65899217,147.695,1.3,0.7,1.1,3D,25,1,Float
383,19:08:39.000 08/15/2024,41.88657317,-87.65898850,147.857,1.3,0.7,1.1,3D,25,1,Float
384,19:08:40.000 08/15/2024,41.88656800,-87.65897833,147.930,1.3,0.7,1.1,3D,25,1,Float
385,19:08:41.000 08/15/2024,41.88656383,-87.65896583,147.809,1.3,0.7,1.1,3D,25,1,Float
386,19:08:42.000 08/15/2024,41.88656117,-87.65895083,147.815,1.3,0.7,1.1,3D,26,1,Float
387,19:08:43.000 08/15/2024,41.88656083,-87.65893433,147.840,1.3,0.7,1.1,3D,25,1,Float
388,19:08:44.000 08/15/2024,41.88655867,-87.65891767,147.905,1.3,0.7,1.1,3D,25,2,Fixed
389,19:08:45.000 08/15/2024,41.88655867,-87.65890300,147.933,1.3,0.7,1.1,3D,25,2,Fixed
390,19:08:46.000 08/15/2024,41.88655800,-87.65888883,147.919,1.3,0.7,1.1,3D,25,2,Fixed
391,19:08:47.000 08/15/2024,41.88655817,-87.65887533,147.929,1.4,0.7,1.1,3D,25,2,Fixed
392,19:08:48.000 08/15/2024,41.88655767,-87.65886133,147.908,1.3,0.7,1.1,3D,25,2,Fixed
393,19:08:49.000 08/15/2024,41.88655817,-87.65884750,147.878,1.3,0.7,1.1,3D,25,2,Fixed
394,19:08:50.000 08/15/2024,41.88655800,-87.65883450,147.914,1.4,0.7,1.1,3D,24,2,Fixed
395,19:08:51.000 08/15/2024,41.88655750,-87.65882017,147.842,1.3,0.7,1.1,3D,25,2,Fixed
396,19:08:52.000 08/15/2024,41.88655867,-87.65880650,147.908,1.3,0.7,1.1,3D,25,2,Fixed
397,19:08:53.000 08/15/2024,41.88656033,-87.65879350,147.944,1.3,0.7,1.1,3D,25,2,Fixed
398,19:08:54.000 08/15/2024,41.88656000,-87.65878117,148.027,1.3,0.7,1.1,3D,26,2,Fixed
399,19:08:55.000 08/15/2024,41.88655983,-87.65876867,148.002,1.3,0.7,1.1,3D,26,2,Fixed
400,19:08:56.000 08/15/2024,41.88655867,-87.65875600,147.948,1.3,0.7,1.1,3D,25,2,Fixed
401,19:08:57.000 08/15/2024,41.88655850,-87.65874317,148.030,1.4,0.7,1.1,3D,23,2,Fixed
402,19:08:58.000 08/15/2024,41.88655867,-87.65873117,147.968,1.4,0.8,1.1,3D,23,2,Fixed
403,19:08:59.000 08/15/2024,41.88655967,-87.65871883,148.051,1.4,0.8,1.1,3D,23,2,Fixed
404,19:09:00.000 08/15/2024,41.88656050,-87.65870533,148.023,1.4,0.8,1.1,3D,23,2,Fixed
405,19:09:01.000 08/15/2024,41.88656133,-87.65869233,148.015,1.4,0.8,1.1,3D,24,2,Fixed
406,19:09:02.000 08/15/2024,41.88656183,-87.65867883,148.042,1.4,0.8,1.1,3D,23,2,Fixed
407,19:09:03.000 08/15/2024,41.88656150,-87.65866467,148.034,1.4,0.8,1.1,3D,24,2,Fixed
408,19:09:04.000 08/15/2024,41.88656167,-87.65865133,148.091,1.4,0.8,1.1,3D,23,2,Fixed
409,19:09:05.000 08/15/2024,41.88656283,-87.65863850,148.019,1.6,0.8,1.1,3D,22,2,Fixed
410,19:09:06.000 08/15/2024,41.88656300,-87.65862417,148.004,1.6,1.1,1.1,3D,22,2,Fixed
411,19:09:07.000 08/15/2024,41.88656333,-87.65861017,148.040,1.6,1.1,1.1,3D,22,2,Fixed
412,19:09:08.000 08/15/2024,41.88656367,-87.65859667,147.987,1.6,1.1,1.1,3D,23,2,Fixed
413,19:09:09.000 08/15/2024,41.88656300,-87.65858367,147.970,1.6,1.1,1.1,3D,23,2,Fixed
414,19:09:10.000 08/15/2024,41.88656350,-87.65856983,147.970,1.6,1.1,1.1,3D,22,2,Fixed
415,19:09:11.000 08/15/2024,41.88656367,-87.65855550,147.933,1.8,1.1,1.1,3D,22,2,Fixed
416,19:09:12.000 08/15/2024,41.88656367,-87.65854167,147.976,1.7,1.3,1.2,3D,22,2,Fixed
417,19:09:13.000 08/15/2024,41.88656417,-87.65852750,147.965,1.5,1.1,1.2,3D,22,2,Fixed
418,19:09:14.000 08/15/2024,41.88656600,-87.65851283,148.052,1.5,1.0,1.1,3D,22,2,Fixed
419,19:09:15.000 08/15/2024,41.88656650,-87.65849850,148.078,1.7,1.0,1.1,3D,21,2,Fixed
420,19:09:16.000 08/15/2024,41.88656650,-87.65848350,148.077,1.7,1.1,1.2,3D,22,2,Fixed
421,19:09:17.000 08/15/2024,41.88656733,-87.65846983,148.026,1.7,1.1,1.2,3D,20,2,Fixed
422,19:09:18.000 08/15/2024,41.88656767,-87.65845650,148.066,1.7,1.1,1.2,3D,20,2,Fixed
423,19:09:19.000 08/15/2024,41.88656717,-87.65844250,148.086,1.7,1.1,1.2,3D,20,2,Fixed
424,19:09:20.000 08/15/2024,41.88656683,-87.65842950,148.123,1.7,1.1,1.2,3D,20,2,Fixed
425,19:09:21.000 08/15/2024,41.88656733,-87.65841567,148.083,1.7,1.1,1.2,3D,22,2,Fixed
426,19:09:22.000 08/15/2024,41.88656783,-87.65840233,148.067,1.9,1.1,1.2,3D,19,2,Fixed
427,19:09:23.000 08/15/2024,41.88656783,-87.65838833,148.088,1.9,1.4,1.3,3D,19,2,Fixed
428,19:09:24.000 08/15/2024,41.88656617,-87.65837500,148.018,1.9,1.4,1.3,3D,22,2,Fixed
429,19:09:25.000 08/15/2024,41.88656783,-87.65836150,148.044,1.8,1.4,1.3,3D,21,2,Fixed
430,19:09:26.000 08/15/2024,41.88656850,-87.65834817,148.084,1.9,1.4,1.2,3D,20,2,Fixed
431,19:09:27.000 08/15/2024,41.88656783,-87.65833550,148.103,1.9,1.4,1.3,3D,20,2,Fixed
432,19:09:28.000 08/15/2024,41.88656783,-87.65832283,148.101,1.9,1.4,1.3,3D,20,2,Fixed
433,19:09:29.000 08/15/2024,41.88656800,-87.65830917,148.036,1.9,1.4,1.3,3D,20,2,Fixed
434,19:09:30.000 08/15/2024,41.88656850,-87.65829633,148.049,1.9,1.4,1.3,3D,20,2,Fixed
435,19:09:31.000 08/15/2024,41.88656883,-87.65828300,148.047,1.9,1.4,1.2,3D,19,2,Fixed
436,19:09:32.000 08/15/2024,41.88656967,-87.65827017,148.048,1.9,1.4,1.2,3D,19,2,Fixed
437,19:09:33.000 08/15/2024,41.88657017,-87.65825650,148.072,1.9,1.4,1.2,3D,19,2,Fixed
438,19:09:34.000 08/15/2024,41.88657033,-87.65824417,147.972,1.9,1.4,1.2,3D,20,1,Float
439,19:09:35.000 08/15/2024,41.88657183,-87.65823117,148.089,1.9,1.4,1.2,3D,19,1,Float
440,19:09:36.000 08/15/2024,41.88657217,-87.65821833,148.113,1.9,1.4,1.2,3D,19,1,Float
441,19:09:37.000 08/15/2024,41.88657300,-87.65820517,148.126,1.9,1.4,1.2,3D,20,1,Float
442,19:09:38.000 08/15/2024,41.88657483,-87.65819167,148.126,1.9,1.4,1.2,3D,19,1,Float
443,19:09:39.000 08/15/2024,41.88657483,-87.65817883,148.088,1.9,1.4,1.2,3D,19,1,Float
444,19:09:40.000 08/15/2024,41.88657467,-87.65816617,148.130,1.9,1.4,1.2,3D,20,1,Float
445,19:09:41.000 08/15/2024,41.88657367,-87.65815317,148.154,1.9,1.4,1.2,3D,20,1,Float
446,19:09:42.000 08/15/2024,41.88657367,-87.65813933,148.134,1.9,1.4,1.2,3D,19,1,Float
447,19:09:43.000 08/15/2024,41.88657417,-87.65812683,148.119,1.9,1.4,1.2,3D,20,1,Float
448,19:09:44.000 08/15/2024,41.88657500,-87.65811350,148.092,1.9,1.4,1.2,3D,19,1,Float
449,19:09:45.000 08/15/2024,41.88657633,-87.65810050,148.110,1.9,1.4,1.2,3D,19,1,Float
450,19:09:46.000 08/15/2024,41.88657683,-87.65808717,148.089,1.9,1.4,1.2,3D,21,1,Float
451,19:09:47.000 08/15/2024,41.88657650,-87.65807417,148.099,1.9,1.4,1.2,3D,19,1,Float
452,19:09:48.000 08/15/2024,41.88657683,-87.65806250,148.067,1.9,1.4,1.2,3D,19,1,Float
453,19:09:49.000 08/15/2024,41.88657700,-87.65805017,148.084,1.9,1.4,1.2,3D,20,1,Float
454,19:09:50.000 08/15/2024,41.88657750,-87.65803717,148.157,1.8,1.4,1.2,3D,20,1,Float
455,19:09:51.000 08/15/2024,41.88657733,-87.65802383,148.112,1.8,1.4,1.2,3D,20,1,Float
456,19:09:52.000 08/15/2024,41.88657767,-87.65801183,148.043,1.8,1.4,1.2,3D,20,1,Float
457,19:09:53.000 08/15/2024,41.88657817,-87.65799900,148.124,1.8,1.4,1.2,3D,21,1,Float
458,19:09:54.000 08/15/2024,41.88657833,-87.65798583,148.116,1.6,1.4,1.2,3D,21,1,Float
459,19:09:55.000 08/15/2024,41.88657883,-87.65797300,148.087,1.6,1.0,1.2,3D,22,1,Float
460,19:09:56.000 08/15/2024,41.88657917,-87.65796050,148.080,1.5,1.0,1.2,3D,22,1,Float
461,19:09:57.000 08/15/2024,41.88657917,-87.65794783,148.123,1.8,1.0,1.1,3D,23,1,Float
462,19:09:58.000 08/15/2024,41.88657867,-87.65793467,148.233,1.8,1.4,1.2,3D,22,1,Float
463,19:09:59.000 08/15/2024,41.88657867,-87.65792267,148.384,1.5,1.4,1.2,3D,22,1,Float
464,19:10:00.000 08/15/2024,41.88658017,-87.65791083,148.611,1.5,1.0,1.1,3D,23,1,Float
465,19:10:01.000 08/15/2024,41.88658083,-87.65789983,148.819,1.5,1.0,1.1,3D,25,1,Float
466,19:10:02.000 08/15/2024,41.88658067,-87.65788867,148.789,1.5,1.0,1.1,3D,23,1,Float
467,19:10:03.000 08/15/2024,41.88658133,-87.65787700,148.766,1.5,1.0,1.1,3D,24,1,Float
468,19:10:04.000 08/15/2024,41.88658117,-87.65786533,148.783,1.5,1.0,1.1,3D,23,1,Float
469,19:10:05.000 08/15/2024,41.88658133,-87.65785250,148.745,1.3,1.0,1.1,3D,24,1,Float
470,19:10:06.000 08/15/2024,41.88658117,-87.65784000,148.730,1.3,0.8,1.1,3D,24,1,Float
471,19:10:07.000 08/15/2024,41.88658100,-87.65782783,148.749,1.3,0.8,1.1,3D,25,1,Float
472,19:10:08.000 08/15/2024,41.88658183,-87.65781550,148.748,1.3,0.8,1.1,3D,24,1,Float
473,19:10:09.000 08/15/2024,41.88658233,-87.65780183,148.741,1.3,0.8,1.1,3D,24,1,Float
474,19:10:10.000 08/15/2024,41.88658283,-87.65778850,148.727,1.3,0.8,1.1,3D,23,1,Float
475,19:10:11.000 08/15/2024,41.88658300,-87.65777567,148.747,1.3,0.8,1.1,3D,24,1,Float
476,19:10:12.000 08/15/2024,41.88658250,-87.65776433,148.742,1.5,0.8,1.1,3D,22,1,Float
477,19:10:13.000 08/15/2024,41.88658267,-87.65775317,148.724,1.3,1.0,1.1,3D,25,1,Float
478,19:10:14.000 08/15/2024,41.88658233,-87.65774067,148.729,1.3,0.8,1.1,3D,25,1,Float
479,19:10:15.000 08/15/2024,41.88658167,-87.65772983,148.744,1.3,0.8,1.1,3D,25,1,Float
480,19:10:16.000 08/15/2024,41.88658167,-87.65771950,148.744,1.3,0.8,1.1,3D,25,1,Float
481,19:10:17.000 08/15/2024,41.88658283,-87.65770633,148.739,1.3,0.8,1.1,3D,25,1,Float
482,19:10:18.000 08/15/2024,41.88658333,-87.65769317,148.753,1.3,0.8,1.1,3D,25,1,Float
483,19:10:19.000 08/15/2024,41.88658383,-87.65768167,148.786,1.3,0.8,1.1,3D,25,1,Float
484,19:10:20.000 08/15/2024,41.88658300,-87.65767117,148.801,1.3,0.8,1.1,3D,25,1,Float
485,19:10:21.000 08/15/2024,41.88658117,-87.65766583,148.803,1.3,0.8,1.1,3D,25,1,Float
486,19:10:22.000 08/15/2024,41.88658133,-87.65766517,148.812,1.3,0.8,1.1,3D,25,1,Float
487,19:10:23.000 08/15/2024,41.88658150,-87.65766533,148.806,1.3,0.8,1.1,3D,25,1,Float
488,19:10:24.000 08/15/2024,41.88658200,-87.65766433,148.778,1.3,0.8,1.1,3D,25,1,Float
489,19:10:25.000 08/15/2024,41.88658150,-87.65766017,148.785,1.5,0.8,1.1,3D,25,1,Float
490,19:10:26.000 08/15/2024,41.88658150,-87.65765133,148.782,1.5,1.0,1.1,3D,24,1,Float
