Index,UTC,Lat,Lon,Alt (HAE),PDOP,HDOP,Fix type (GPS),Fix type (GPS) valid,PACC H,PACC V,PACC 3D,EDOP,NDOP,VDOP,GDOP,DGPS,SVs Used,Carrier Range Status
205,19:05:40.000 08/15/2024,41.88754617,-87.65902200,148.000,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,24,1
206,19:05:41.000 08/15/2024,41.88753600,-87.65902267,147.900,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,23,1
207,19:05:42.000 08/15/2024,41.88752583,-87.65902350,147.800,1.3,0.7,3D,Yes,,,,,,1.0,,Yes,24,1
208,19:05:43.000 08/15/2024,41.88751717,-87.65902150,147.700,1.3,0.7,3D,Yes,,,,,,1.0,,Yes,24,2
209,19:05:44.000 08/15/2024,41.88750700,-87.65902383,147.600,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,22,2
210,19:05:45.000 08/15/2024,41.88749750,-87.65902333,147.800,1.6,0.9,3D,Yes,,,,,,1.3,,Yes,21,1
211,19:05:46.000 08/15/2024,41.88748750,-87.65902233,147.900,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,20,1
212,19:05:47.000 08/15/2024,41.88747800,-87.65902233,147.800,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,21,1
213,19:05:48.000 08/15/2024,41.88746817,-87.65902233,147.900,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,21,1
214,19:05:49.000 08/15/2024,41.88745817,-87.65902267,148.000,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,19,1
215,19:05:50.000 08/15/2024,41.88744833,-87.65902300,147.900,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,21,1
216,19:05:51.000 08/15/2024,41.88743900,-87.65902300,147.800,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,21,1
217,19:05:52.000 08/15/2024,41.88742917,-87.65902167,147.800,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,22,1
218,19:05:53.000 08/15/2024,41.88741883,-87.65902133,147.900,1.4,0.8,3D,Yes,,,,,,1.2,,Yes,23,1
219,19:05:54.000 08/15/2024,41.88740917,-87.65902067,147.900,1.4,0.8,3D,Yes,,,,,,1.2,,Yes,24,1
220,19:05:55.000 08/15/2024,41.88739967,-87.65902033,147.900,1.4,0.8,3D,Yes,,,,,,1.2,,Yes,24,1
221,19:05:56.000 08/15/2024,41.88739017,-87.65902033,147.800,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,24,1
222,19:05:57.000 08/15/2024,41.88738083,-87.65902050,147.800,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,24,1
223,19:05:58.000 08/15/2024,41.88737067,-87.65902017,147.800,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,24,1
224,19:05:59.000 08/15/2024,41.88736083,-87.65901917,147.800,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,25,1
225,19:06:00.000 08/15/2024,41.88735133,-87.65901917,147.600,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,25,1
226,19:06:01.000 08/15/2024,41.88734183,-87.65901917,147.600,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,26,1
227,19:06:02.000 08/15/2024,41.88733200,-87.65901783,147.600,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,26,1
228,19:06:03.000 08/15/2024,41.88732217,-87.65901717,147.600,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,26,1
229,19:06:04.000 08/15/2024,41.88731233,-87.65901733,147.600,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,26,1
230,19:06:05.000 08/15/2024,41.88730283,-87.65901817,147.500,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,25,1
231,19:06:06.000 08/15/2024,41.88729300,-87.65901867,147.600,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,25,1
232,19:06:07.000 08/15/2024,41.88728317,-87.65901867,147.600,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,25,1
233,19:06:08.000 08/15/2024,41.88727367,-87.65901800,147.600,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,25,1
234,19:06:09.000 08/15/2024,41.88726350,-87.65901683,147.500,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,25,1
235,19:06:10.000 08/15/2024,41.88725350,-87.65901667,147.500,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,25,1
236,19:06:11.000 08/15/2024,41.88724383,-87.65901733,147.600,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,25,1
237,19:06:12.000 08/15/2024,41.88723417,-87.65901733,147.700,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,25,1
238,19:06:13.000 08/15/2024,41.88722483,-87.65901700,147.600,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,26,1
239,19:06:14.000 08/15/2024,41.88721517,-87.65901567,147.500,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,25,1
240,19:06:15.000 08/15/2024,41.88720500,-87.65901467,147.400,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,25,1
241,19:06:16.000 08/15/2024,41.88719433,-87.65901483,147.600,1.4,0.8,3D,Yes,,,,,,1.1,,Yes,25,1
242,19:06:17.000 08/15/2024,41.88718467,-87.65901500,147.600,1.3,0.7,3D,Yes,,,,,,1.1,,Yes,23,1
243,19:06:18.000 08/15/2024,41.88717533,-87.65901483,147.700,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,24,1
244,19:06:19.000 08/15/2024,41.88716550,-87.65901467,147.600,1.2,0.7,3D,Yes,,,,,,1.0,,Yes,23,1
245,19:06:20.000 08/15/2024,41.88715550,-87.65901550,147.500,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,19,1
246,19:06:21.000 08/15/2024,41.88714500,-87.65901483,147.600,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,20,1
247,19:06:22.000 08/15/2024,41.88713467,-87.65901383,147.600,1.6,0.8,3D,Yes,,,,,,1.3,,Yes,21,1
248,19:06:23.000 08/15/2024,41.88712567,-87.65901350,147.500,1.7,0.9,3D,Yes,,,,,,1.4,,Yes,19,1
249,19:06:24.000 08/15/2024,41.88711583,-87.65901250,147.600,1.7,1.0,3D,Yes,,,,,,1.4,,Yes,18,1
250,19:06:25.000 08/15/2024,41.88710567,-87.65901267,147.600,1.7,1.0,3D,Yes,,,,,,1.4,,Yes,17,1
251,19:06:26.000 08/15/2024,41.88709583,-87.65901233,147.600,1.8,1.0,3D,Yes,,,,,,1.4,,Yes,17,1
252,19:06:27.000 08/15/2024,41.88708500,-87.65901117,147.700,1.8,1.0,3D,Yes,,,,,,1.4,,Yes,17,1
253,19:06:28.000 08/15/2024,41.88707517,-87.65901133,147.900,2.5,1.7,3D,Yes,,,,,,1.8,,Yes,18,1
254,19:06:29.000 08/15/2024,41.88706583,-87.65901150,147.700,2.5,1.7,3D,Yes,,,,,,1.8,,Yes,17,1
255,19:06:30.000 08/15/2024,41.88705617,-87.65901117,147.700,1.8,1.0,3D,Yes,,,,,,1.4,,Yes,17,1
256,19:06:31.000 08/15/2024,41.88704667,-87.65901167,147.600,2.6,1.9,3D,Yes,,,,,,1.8,,Yes,16,1
257,19:06:32.000 08/15/2024,41.88703617,-87.65901233,147.600,1.8,1.0,3D,Yes,,,,,,1.5,,Yes,17,1
258,19:06:33.000 08/15/2024,41.88702617,-87.65901200,147.600,2.6,1.9,3D,Yes,,,,,,1.8,,Yes,17,1
259,19:06:34.000 08/15/2024,41.88701667,-87.65901283,147.500,2.6,1.9,3D,Yes,,,,,,1.8,,Yes,17,1
260,19:06:35.000 08/15/2024,41.88700717,-87.65901417,147.100,2.6,1.9,3D,Yes,,,,,,1.8,,Yes,17,1
261,19:06:36.000 08/15/2024,41.88699733,-87.65901450,146.800,2.5,1.7,3D,Yes,,,,,,1.8,,Yes,17,1
262,19:06:37.000 08/15/2024,41.88698750,-87.65901267,147.000,2.5,1.7,3D,Yes,,,,,,1.8,,Yes,17,1
263,19:06:38.000 08/15/2024,41.88697717,-87.65901050,147.400,2.5,1.7,3D,Yes,,,,,,1.8,,Yes,18,1
264,19:06:39.000 08/15/2024,41.88696717,-87.65900900,147.400,2.5,1.7,3D,Yes,,,,,,1.8,,Yes,18,1
265,19:06:40.000 08/15/2024,41.88695767,-87.65900717,147.500,2.6,1.9,3D,Yes,,,,,,1.8,,Yes,17,1
266,19:06:41.000 08/15/2024,41.88694750,-87.65900617,147.600,2.6,1.9,3D,Yes,,,,,,1.8,,Yes,18,1
267,19:06:42.000 08/15/2024,41.88693767,-87.65900567,147.600,2.5,1.7,3D,Yes,,,,,,1.8,,Yes,17,1
268,19:06:43.000 08/15/2024,41.88692800,-87.65900500,147.600,2.5,1.7,3D,Yes,,,,,,1.8,,Yes,16,1
269,19:06:44.000 08/15/2024,41.88691833,-87.65900550,147.500,2.5,1.7,3D,Yes,,,,,,1.8,,Yes,16,1
270,19:06:45.000 08/15/2024,41.88690983,-87.65900450,147.300,2.5,1.7,3D,Yes,,,,,,1.8,,Yes,16,0
271,19:06:46.000 08/15/2024,41.88690100,-87.65900350,147.200,2.6,1.9,3D,Yes,,,,,,1.8,,Yes,16,0
272,19:06:47.000 08/15/2024,41.88688917,-87.65900650,146.900,2.6,1.9,3D,Yes,,,,,,1.8,,Yes,17,1
273,19:06:48.000 08/15/2024,41.88687917,-87.65900750,147.000,2.6,1.9,3D,Yes,,,,,,1.8,,Yes,19,1
274,19:06:49.000 08/15/2024,41.88687000,-87.65900850,146.700,2.6,1.9,3D,Yes,,,,,,1.8,,Yes,18,1
275,19:06:50.000 08/15/2024,41.88686067,-87.65901133,146.500,2.6,1.9,3D,Yes,,,,,,1.8,,Yes,17,0
276,19:06:51.000 08/15/2024,41.88685217,-87.65901333,146.300,2.5,1.7,3D,Yes,,,,,,1.8,,Yes,19,0
277,19:06:52.000 08/15/2024,41.88684300,-87.65901317,146.200,2.5,1.7,3D,Yes,,,,,,1.8,,Yes,20,0
278,19:06:53.000 08/15/2024,41.88683533,-87.65901317,145.900,2.5,1.7,3D,Yes,,,,,,1.8,,Yes,21,1
279,19:06:54.000 08/15/2024,41.88682850,-87.65901667,145.200,1.5,0.9,3D,Yes,,,,,,1.2,,Yes,21,1
280,19:06:55.000 08/15/2024,41.88681917,-87.65901867,145.200,2.6,1.9,3D,Yes,,,,,,1.8,,Yes,19,1
281,19:06:56.000 08/15/2024,41.88681033,-87.65902000,145.000,2.6,1.9,3D,Yes,,,,,,1.8,,Yes,21,1
282,19:06:57.000 08/15/2024,41.88680200,-87.65902233,144.900,1.6,1.0,3D,Yes,,,,,,1.3,,Yes,21,0
283,19:06:59.000 08/15/2024,41.88678700,-87.65902700,144.754,2.5,1.9,3D,Yes,0.775,1.034,1.292,,,1.8,,No,19,1
284,19:07:00.000 08/15/2024,41.88677967,-87.65903200,144.514,2.5,1.7,3D,Yes,0.724,1.034,1.262,,,1.8,,No,20,1
285,19:07:01.000 08/15/2024,41.88677300,-87.65903550,144.330,1.9,1.7,3D,Yes,0.647,1.029,1.216,,,1.8,,No,18,1
286,19:07:02.000 08/15/2024,41.88676667,-87.65903700,144.323,1.9,1.2,3D,Yes,0.532,0.989,1.123,,,1.5,,No,20,1
287,19:07:03.000 08/15/2024,41.88676167,-87.65903467,144.393,1.9,1.2,3D,Yes,0.493,0.972,1.090,,,1.4,,No,23,1
288,19:07:04.000 08/15/2024,41.88675750,-87.65903083,144.354,1.7,1.2,3D,Yes,0.497,1.012,1.127,,,1.4,,No,20,1
289,19:07:05.000 08/15/2024,41.88675250,-87.65902600,144.475,1.7,1.0,3D,Yes,0.468,0.841,0.962,,,1.4,,No,23,1
290,19:07:06.000 08/15/2024,41.88674700,-87.65902067,144.530,1.6,0.9,3D,Yes,0.442,0.724,0.848,,,1.4,,No,24,1
291,19:07:07.000 08/15/2024,41.88673950,-87.65901733,144.573,1.8,0.8,3D,Yes,0.425,0.692,0.812,,,1.3,,No,21,1
292,19:07:08.000 08/15/2024,41.88673050,-87.65901650,144.712,1.7,1.1,3D,Yes,0.366,0.581,0.687,,,1.4,,No,21,1
293,19:07:09.000 08/15/2024,41.88672100,-87.65901617,144.889,1.5,0.9,3D,Yes,0.314,0.491,0.583,,,1.4,,No,22,1
294,19:07:10.000 08/15/2024,41.88671083,-87.65901567,145.024,1.5,0.9,3D,Yes,0.278,0.437,0.518,,,1.3,,No,23,1
295,19:07:11.000 08/15/2024,41.88669883,-87.65901550,145.231,1.4,0.8,3D,Yes,0.258,0.399,0.475,,,1.3,,No,22,1
296,19:07:12.000 08/15/2024,41.88668667,-87.65901517,145.429,1.3,0.8,3D,Yes,0.242,0.386,0.456,,,1.1,,No,24,1
297,19:07:13.000 08/15/2024,41.88667500,-87.65901467,145.464,1.3,0.7,3D,Yes,0.231,0.365,0.432,,,1.1,,No,24,1
298,19:07:14.000 08/15/2024,41.88666350,-87.65901250,145.479,1.4,0.7,3D,Yes,0.227,0.379,0.442,,,1.1,,No,24,1
299,19:07:15.000 08/15/2024,41.88665283,-87.65901067,145.490,1.3,0.8,3D,Yes,0.220,0.379,0.438,,,1.1,,No,23,1
300,19:07:16.000 08/15/2024,41.88664217,-87.65901050,145.454,1.3,0.7,3D,Yes,0.227,0.432,0.488,,,1.1,,No,25,1
301,19:07:17.000 08/15/2024,41.88663117,-87.65901017,145.342,1.3,0.7,3D,Yes,0.226,0.414,0.472,,,1.1,,No,24,1
302,19:07:18.000 08/15/2024,41.88661933,-87.65901017,145.379,1.3,0.7,3D,Yes,0.215,0.386,0.442,,,1.1,,No,26,1
303,19:07:19.000 08/15/2024,41.88660700,-87.65901217,145.490,1.3,0.7,3D,Yes,0.207,0.368,0.422,,,1.1,,No,25,1
304,19:07:20.000 08/15/2024,41.88659600,-87.65901400,145.645,1.3,0.7,3D,Yes,0.200,0.343,0.397,,,1.1,,No,26,1
305,19:07:21.000 08/15/2024,41.88658650,-87.65901333,145.720,1.3,0.7,3D,Yes,0.193,0.310,0.365,,,1.1,,No,25,1
306,19:07:22.000 08/15/2024,41.88658033,-87.65900733,145.860,1.3,0.7,3D,Yes,0.193,0.302,0.358,,,1.1,,No,26,1
307,19:07:23.000 08/15/2024,41.88657983,-87.65900117,145.743,1.3,0.7,3D,Yes,0.211,0.329,0.391,,,1.1,,No,26,1
308,19:07:24.000 08/15/2024,41.88658067,-87.65899883,145.476,1.3,0.7,3D,Yes,0.317,0.425,0.530,,,1.1,,No,27,1
309,19:07:25.000 08/15/2024,41.88657983,-87.65899883,145.312,1.3,0.7,3D,Yes,0.317,0.404,0.514,,,1.1,,No,25,1
310,19:07:26.000 08/15/2024,41.88657883,-87.65899817,145.308,1.4,0.7,3D,Yes,0.227,0.328,0.399,,,1.1,,No,26,1
311,19:07:27.000 08/15/2024,41.88657850,-87.65899733,145.345,1.3,0.7,3D,Yes,0.192,0.298,0.354,,,1.1,,No,26,1
312,19:07:28.000 08/15/2024,41.88657833,-87.65899683,145.397,1.3,0.7,3D,Yes,0.171,0.284,0.332,,,1.1,,No,26,1
313,19:07:29.000 08/15/2024,41.88657833,-87.65899633,145.424,1.3,0.7,3D,Yes,0.170,0.249,0.301,,,1.1,,No,25,1
314,19:07:30.000 08/15/2024,41.88657850,-87.65899600,145.426,1.3,0.7,3D,Yes,0.172,0.239,0.294,,,1.1,,No,27,1
315,19:07:31.000 08/15/2024,41.88657850,-87.65899550,145.420,1.3,0.7,3D,Yes,0.172,0.239,0.294,,,1.1,,No,26,1
316,19:07:32.000 08/15/2024,41.88657833,-87.65899517,145.426,1.3,0.7,3D,Yes,0.170,0.238,0.292,,,1.1,,No,27,1
317,19:07:33.000 08/15/2024,41.88657833,-87.65899483,145.444,1.3,0.7,3D,Yes,0.170,0.238,0.292,,,1.1,,No,27,1
318,19:07:34.000 08/15/2024,41.88657850,-87.65899467,145.450,1.4,0.7,3D,Yes,0.163,0.256,0.303,,,1.1,,No,27,1
319,19:07:35.000 08/15/2024,41.88657850,-87.65899467,145.441,1.4,0.7,3D,Yes,0.164,0.243,0.293,,,1.1,,No,27,1
320,19:07:36.000 08/15/2024,41.88657850,-87.65899467,145.417,1.4,0.7,3D,Yes,0.164,0.237,0.288,,,1.1,,No,27,1
321,19:07:37.000 08/15/2024,41.88657850,-87.65899467,145.405,1.4,0.7,3D,Yes,0.162,0.235,0.285,,,1.1,,No,27,1
322,19:07:38.000 08/15/2024,41.88657867,-87.65899467,145.385,1.4,0.7,3D,Yes,0.164,0.250,0.299,,,1.1,,No,27,1
323,19:07:39.000 08/15/2024,41.88657867,-87.65899483,145.371,1.4,0.7,3D,Yes,0.161,0.245,0.293,,,1.1,,No,26,1
324,19:07:40.000 08/15/2024,41.88657850,-87.65899483,145.369,1.4,0.7,3D,Yes,0.155,0.242,0.287,,,1.1,,No,25,1
325,19:07:41.000 08/15/2024,41.88657850,-87.65899450,145.391,1.4,0.7,3D,Yes,0.160,0.238,0.287,,,1.1,,No,26,1
326,19:07:42.000 08/15/2024,41.88657850,-87.65899433,145.432,1.4,0.7,3D,Yes,0.159,0.226,0.276,,,1.1,,No,25,1
327,19:07:43.000 08/15/2024,41.88657867,-87.65899400,145.450,1.3,0.7,3D,Yes,0.157,0.222,0.272,,,1.1,,No,26,1
328,19:07:44.000 08/15/2024,41.88657883,-87.65899367,145.468,1.3,0.7,3D,Yes,0.156,0.221,0.271,,,1.1,,No,26,1
329,19:07:45.000 08/15/2024,41.88657883,-87.65899333,145.473,1.3,0.7,3D,Yes,0.155,0.219,0.268,,,1.1,,No,26,1
330,19:07:46.000 08/15/2024,41.88657883,-87.65899300,145.503,1.3,0.7,3D,Yes,0.150,0.217,0.264,,,1.1,,No,25,1
331,19:07:47.000 08/15/2024,41.88657883,-87.65899283,145.527,1.3,0.7,3D,Yes,0.141,0.224,0.265,,,1.1,,No,25,1
332,19:07:48.000 08/15/2024,41.88657883,-87.65899267,145.534,1.3,0.7,3D,Yes,0.144,0.219,0.262,,,1.1,,No,25,1
333,19:07:49.000 08/15/2024,41.88657883,-87.65899267,145.542,1.3,0.7,3D,Yes,0.145,0.216,0.260,,,1.1,,No,25,1
334,19:07:50.000 08/15/2024,41.88657900,-87.65899267,145.578,1.3,0.7,3D,Yes,0.146,0.204,0.251,,,1.1,,No,25,1
335,19:07:51.000 08/15/2024,41.88657900,-87.65899283,145.628,1.3,0.7,3D,Yes,0.147,0.201,0.249,,,1.1,,No,26,1
336,19:07:52.000 08/15/2024,41.88657900,-87.65899283,145.691,1.3,0.7,3D,Yes,0.147,0.199,0.247,,,1.1,,No,25,1
337,19:07:53.000 08/15/2024,41.88657917,-87.65899283,145.739,1.3,0.7,3D,Yes,0.147,0.207,0.254,,,1.1,,No,26,1
338,19:07:54.000 08/15/2024,41.88657883,-87.65899250,146.900,1.3,0.7,3D,Yes,0.029,0.045,0.054,,,1.1,,No,25,2
339,19:07:55.000 08/15/2024,41.88657883,-87.65899233,146.903,1.3,0.7,3D,Yes,0.029,0.046,0.054,,,1.1,,No,26,2
340,19:07:56.000 08/15/2024,41.88657883,-87.65899233,146.911,1.3,0.7,3D,Yes,0.027,0.044,0.052,,,1.1,,No,25,2
341,19:07:57.000 08/15/2024,41.88657883,-87.65899233,146.917,1.3,0.7,3D,Yes,0.028,0.044,0.052,,,1.1,,No,26,2
342,19:07:58.000 08/15/2024,41.88657883,-87.65899233,146.922,1.3,0.7,3D,Yes,0.028,0.045,0.053,,,1.1,,No,26,2
343,19:07:59.000 08/15/2024,41.88657883,-87.65899233,146.916,1.3,0.7,3D,Yes,0.028,0.045,0.053,,,1.1,,No,25,2
344,19:08:00.000 08/15/2024,41.88657883,-87.65899217,146.905,1.3,0.7,3D,Yes,0.029,0.046,0.054,,,1.1,,No,26,2
345,19:08:01.000 08/15/2024,41.88657883,-87.65899217,146.904,1.3,0.7,3D,Yes,0.027,0.043,0.051,,,1.1,,No,25,2
346,19:08:02.000 08/15/2024,41.88657883,-87.65899217,146.916,1.3,0.7,3D,Yes,0.027,0.044,0.052,,,1.1,,No,25,2
347,19:08:03.000 08/15/2024,41.88657883,-87.65899217,146.920,1.3,0.7,3D,Yes,0.027,0.044,0.052,,,1.1,,No,25,2
348,19:08:04.000 08/15/2024,41.88657883,-87.65899217,146.918,1.3,0.7,3D,Yes,0.028,0.044,0.052,,,1.1,,No,25,2
349,19:08:05.000 08/15/2024,41.88657883,-87.65899217,146.907,1.3,0.7,3D,Yes,0.028,0.045,0.053,,,1.1,,No,26,2
350,19:08:06.000 08/15/2024,41.88657867,-87.65899217,146.916,1.3,0.7,3D,Yes,0.027,0.045,0.052,,,1.1,,No,25,2
351,19:08:07.000 08/15/2024,41.88657883,-87.65899217,146.901,1.3,0.7,3D,Yes,0.029,0.055,0.062,,,1.1,,No,26,2
352,19:08:08.000 08/15/2024,41.88657867,-87.65899217,146.915,1.3,0.7,3D,Yes,0.030,0.055,0.063,,,1.1,,No,25,2
353,19:08:09.000 08/15/2024,41.88657883,-87.65899217,146.905,1.3,0.7,3D,Yes,0.029,0.053,0.060,,,1.1,,No,27,2
354,19:08:10.000 08/15/2024,41.88657867,-87.65899200,146.906,1.3,0.7,3D,Yes,0.030,0.053,0.061,,,1.1,,No,25,2
355,19:08:11.000 08/15/2024,41.88657867,-87.65899200,146.925,1.3,0.7,3D,Yes,0.027,0.046,0.053,,,1.1,,No,26,2
356,19:08:12.000 08/15/2024,41.88657867,-87.65899200,146.926,1.3,0.7,3D,Yes,0.027,0.046,0.053,,,1.1,,No,25,2
357,19:08:13.000 08/15/2024,41.88657867,-87.65899200,146.918,1.3,0.7,3D,Yes,0.028,0.047,0.055,,,1.1,,No,26,2
358,19:08:14.000 08/15/2024,41.88657867,-87.65899200,146.893,1.3,0.7,3D,Yes,0.033,0.048,0.058,,,1.1,,No,25,2
359,19:08:15.000 08/15/2024,41.88657883,-87.65899217,146.902,1.3,0.7,3D,Yes,0.029,0.044,0.053,,,1.1,,No,25,2
360,19:08:16.000 08/15/2024,41.88657867,-87.65899200,146.918,1.3,0.7,3D,Yes,0.031,0.048,0.057,,,1.1,,No,24,2
361,19:08:17.000 08/15/2024,41.88657867,-87.65899183,146.922,1.3,0.7,3D,Yes,0.032,0.045,0.055,,,1.1,,No,24,2
362,19:08:18.000 08/15/2024,41.88657867,-87.65899183,146.889,1.3,0.7,3D,Yes,0.031,0.052,0.061,,,1.1,,No,24,2
363,19:08:19.000 08/15/2024,41.88657850,-87.65899183,146.918,1.3,0.7,3D,Yes,0.031,0.052,0.061,,,1.1,,No,25,2
364,19:08:20.000 08/15/2024,41.88657867,-87.65899200,146.907,1.3,0.7,3D,Yes,0.027,0.046,0.053,,,1.1,,No,24,2
365,19:08:21.000 08/15/2024,41.88657867,-87.65899183,146.908,1.3,0.7,3D,Yes,0.028,0.047,0.055,,,1.1,,No,24,2
366,19:08:22.000 08/15/2024,41.88657867,-87.65899233,146.931,1.3,0.7,3D,Yes,0.029,0.045,0.054,,,1.1,,No,24,2
367,19:08:23.000 08/15/2024,41.88657867,-87.65899233,146.927,1.3,0.7,3D,Yes,0.028,0.041,0.050,,,1.1,,No,24,2
368,19:08:24.000 08/15/2024,41.88657850,-87.65899217,146.929,1.3,0.7,3D,Yes,0.033,0.046,0.057,,,1.1,,No,24,2
369,19:08:25.000 08/15/2024,41.88657867,-87.65899217,146.930,1.3,0.7,3D,Yes,0.033,0.046,0.057,,,1.1,,No,24,2
370,19:08:26.000 08/15/2024,41.88657867,-87.65899217,146.942,1.3,0.7,3D,Yes,0.034,0.053,0.063,,,1.1,,No,25,2
371,19:08:27.000 08/15/2024,41.88657867,-87.65899217,146.871,1.3,0.7,3D,Yes,0.027,0.050,0.057,,,1.1,,No,25,2
372,19:08:28.000 08/15/2024,41.88657867,-87.65899200,146.888,1.3,0.7,3D,Yes,0.027,0.050,0.057,,,1.1,,No,26,2
373,19:08:29.000 08/15/2024,41.88657867,-87.65899183,146.916,1.3,0.7,3D,Yes,0.027,0.045,0.052,,,1.1,,No,25,2
374,19:08:30.000 08/15/2024,41.88657867,-87.65899183,146.917,1.3,0.7,3D,Yes,0.031,0.053,0.061,,,1.1,,No,25,2
375,19:08:31.000 08/15/2024,41.88657867,-87.65899183,146.873,1.3,0.7,3D,Yes,0.029,0.050,0.058,,,1.1,,No,25,2
376,19:08:32.000 08/15/2024,41.88657850,-87.65899183,146.887,1.3,0.7,3D,Yes,0.027,0.050,0.057,,,1.1,,No,24,2
377,19:08:33.000 08/15/2024,41.88657867,-87.65899200,146.868,1.3,0.7,3D,Yes,0.029,0.044,0.053,,,1.1,,No,24,2
378,19:08:34.000 08/15/2024,41.88657883,-87.65899200,146.861,1.3,0.7,3D,Yes,0.027,0.041,0.049,,,1.1,,No,25,2
379,19:08:35.000 08/15/2024,41.88657867,-87.65899183,146.872,1.3,0.7,3D,Yes,0.030,0.039,0.049,,,1.1,,No,25,2
380,19:08:36.000 08/15/2024,41.88657867,-87.65899183,146.857,1.3,0.7,3D,Yes,0.028,0.037,0.046,,,1.1,,No,25,2
381,19:08:37.000 08/15/2024,41.88657867,-87.65899167,146.839,1.3,0.7,3D,Yes,0.030,0.039,0.049,,,1.1,,No,26,2
382,19:08:38.000 08/15/2024,41.88657900,-87.65899217,147.695,1.3,0.7,3D,Yes,0.288,0.106,0.307,,,1.1,,No,25,1
383,19:08:39.000 08/15/2024,41.88657317,-87.65898850,147.857,1.3,0.7,3D,Yes,0.150,0.185,0.238,,,1.1,,No,25,1
384,19:08:40.000 08/15/2024,41.88656800,-87.65897833,147.930,1.3,0.7,3D,Yes,0.121,0.159,0.200,,,1.1,,No,25,1
385,19:08:41.000 08/15/2024,41.88656383,-87.65896583,147.809,1.3,0.7,3D,Yes,0.090,0.110,0.142,,,1.1,,No,25,1
386,19:08:42.000 08/15/2024,41.88656117,-87.65895083,147.815,1.3,0.7,3D,Yes,0.075,0.084,0.113,,,1.1,,No,26,1
387,19:08:43.000 08/15/2024,41.88656083,-87.65893433,147.840,1.3,0.7,3D,Yes,0.073,0.082,0.110,,,1.1,,No,25,1
388,19:08:44.000 08/15/2024,41.88655867,-87.65891767,147.905,1.3,0.7,3D,Yes,0.026,0.052,0.058,,,1.1,,No,25,2
389,19:08:45.000 08/15/2024,41.88655867,-87.65890300,147.933,1.3,0.7,3D,Yes,0.028,0.052,0.059,,,1.1,,No,25,2
390,19:08:46.000 08/15/2024,41.88655800,-87.65888883,147.919,1.3,0.7,3D,Yes,0.028,0.052,0.059,,,1.1,,No,25,2
391,19:08:47.000 08/15/2024,41.88655817,-87.65887533,147.929,1.4,0.7,3D,Yes,0.029,0.053,0.060,,,1.1,,No,25,2
392,19:08:48.000 08/15/2024,41.88655767,-87.65886133,147.908,1.3,0.7,3D,Yes,0.030,0.055,0.063,,,1.1,,No,25,2
393,19:08:49.000 08/15/2024,41.88655817,-87.65884750,147.878,1.3,0.7,3D,Yes,0.033,0.063,0.071,,,1.1,,No,25,2
394,19:08:50.000 08/15/2024,41.88655800,-87.65883450,147.914,1.4,0.7,3D,Yes,0.030,0.056,0.064,,,1.1,,No,24,2
395,19:08:51.000 08/15/2024,41.88655750,-87.65882017,147.842,1.3,0.7,3D,Yes,0.028,0.053,0.060,,,1.1,,No,25,2
396,19:08:52.000 08/15/2024,41.88655867,-87.65880650,147.908,1.3,0.7,3D,Yes,0.028,0.053,0.060,,,1.1,,No,25,2
397,19:08:53.000 08/15/2024,41.88656033,-87.65879350,147.944,1.3,0.7,3D,Yes,0.029,0.054,0.061,,,1.1,,No,25,2
398,19:08:54.000 08/15/2024,41.88656000,-87.65878117,148.027,1.3,0.7,3D,Yes,0.038,0.059,0.070,,,1.1,,No,26,2
399,19:08:55.000 08/15/2024,41.88655983,-87.65876867,148.002,1.3,0.7,3D,Yes,0.060,0.071,0.093,,,1.1,,No,26,2
