Index,UTC,Lat,Lon,Alt (HAE),PDOP,HDOP,Fix type (GPS),Fix type (GPS) valid,PACC H,PACC V,PACC 3D,EDOP,NDOP,VDOP,GDOP,DGPS,SVs Used,Carrier Range Status
186,18:25:56.000 08/15/2024,41.88660017,-87.65674217,147.800,1.2,0.6,3D,Yes,1.039,1.826,2.101,,,1.0,,No,22,0
187,18:25:57.000 08/15/2024,41.88660000,-87.65672750,147.800,1.1,0.6,3D,Yes,1.040,1.827,2.102,,,0.9,,No,22,0
188,18:25:58.000 08/15/2024,41.88659983,-87.65671217,147.800,1.2,0.7,3D,Yes,1.045,1.832,2.109,,,1.0,,No,20,0
189,18:25:59.000 08/15/2024,41.88659883,-87.65669733,147.900,1.2,0.7,3D,Yes,1.054,1.838,2.119,,,1.0,,No,20,0
190,18:26:00.000 08/15/2024,41.88659800,-87.65668333,148.000,1.2,0.7,3D,Yes,1.065,1.846,2.131,,,1.0,,No,20,0
191,18:26:01.000 08/15/2024,41.88659767,-87.65667017,148.000,1.2,0.7,3D,Yes,1.084,1.856,2.149,,,1.0,,No,20,0
192,18:26:02.000 08/15/2024,41.88659717,-87.65665817,147.900,1.2,0.7,3D,Yes,1.108,1.871,2.174,,,1.0,,No,20,0
193,18:26:03.000 08/15/2024,41.88659700,-87.65664633,147.900,1.2,0.7,3D,Yes,1.141,1.889,2.207,,,1.0,,No,20,0
194,18:26:04.000 08/15/2024,41.88659533,-87.65663433,147.800,1.2,0.7,3D,Yes,1.179,1.905,2.240,,,1.0,,No,20,0
195,18:26:05.000 08/15/2024,41.88659417,-87.65662150,147.800,1.3,0.7,3D,Yes,1.225,1.937,2.292,,,1.1,,No,20,0
196,18:26:06.000 08/15/2024,41.88659333,-87.65660783,147.600,1.3,0.7,3D,Yes,1.273,1.977,2.351,,,1.1,,No,19,0
197,18:26:07.000 08/15/2024,41.88659317,-87.65659367,147.400,1.3,0.7,3D,Yes,1.324,2.022,2.417,,,1.1,,No,19,0
198,18:26:08.000 08/15/2024,41.88659300,-87.65657950,147.400,1.3,0.7,3D,Yes,1.375,2.060,2.477,,,1.1,,No,18,0
199,18:26:09.000 08/15/2024,41.88659350,-87.65656617,147.600,1.3,0.7,3D,Yes,1.409,2.071,2.505,,,1.1,,No,17,0
200,18:26:10.000 08/15/2024,41.88659433,-87.65655233,147.700,1.4,0.8,3D,Yes,1.441,2.082,2.532,,,1.1,,No,18,0
201,18:26:11.000 08/15/2024,41.88659517,-87.65653833,147.700,1.4,0.8,3D,Yes,1.478,2.103,2.570,,,1.1,,No,18,0
202,18:26:12.000 08/15/2024,41.88659617,-87.65652450,147.700,1.4,0.9,3D,Yes,1.527,2.125,2.617,,,1.1,,No,17,0
203,18:26:13.000 08/15/2024,41.88659667,-87.65651083,147.900,1.3,0.7,3D,Yes,1.576,2.138,2.656,,,1.1,,No,19,0
204,18:26:14.000 08/15/2024,41.88659617,-87.65649733,147.900,1.3,0.7,3D,Yes,1.620,2.159,2.699,,,1.1,,No,17,0
205,18:26:15.000 08/15/2024,41.88659550,-87.65648367,147.700,1.3,0.7,3D,Yes,1.665,2.176,2.740,,,1.1,,No,17,0
206,18:26:16.000 08/15/2024,41.88659617,-87.65647000,147.600,1.3,0.7,3D,Yes,1.702,2.193,2.776,,,1.1,,No,19,0
207,18:26:17.000 08/15/2024,41.88659733,-87.65645633,147.700,1.3,0.7,3D,Yes,1.732,2.207,2.805,,,1.1,,No,19,0
208,18:26:18.000 08/15/2024,41.88659833,-87.65644317,147.600,1.4,0.8,3D,Yes,1.764,2.216,2.832,,,1.1,,No,18,0
209,18:26:19.000 08/15/2024,41.88660050,-87.65643017,147.700,1.5,0.8,3D,Yes,1.788,2.224,2.854,,,1.3,,No,16,0
210,18:26:20.000 08/15/2024,41.88660150,-87.65641683,147.600,1.3,0.7,3D,Yes,1.815,2.235,2.879,,,1.1,,No,19,0
211,18:26:21.000 08/15/2024,41.88660350,-87.65640450,147.600,1.5,0.8,3D,Yes,1.837,2.241,2.898,,,1.3,,No,18,0
212,18:26:22.000 08/15/2024,41.88660483,-87.65639133,147.700,1.5,0.8,3D,Yes,1.864,2.256,2.926,,,1.3,,No,18,0
213,18:26:23.000 08/15/2024,41.88660650,-87.65637850,147.900,1.5,0.8,3D,Yes,1.892,2.271,2.956,,,1.3,,No,19,0
214,18:26:24.000 08/15/2024,41.88660750,-87.65636650,147.900,1.7,0.9,3D,Yes,1.922,2.297,2.995,,,1.4,,No,17,0
215,18:26:25.000 08/15/2024,41.88660817,-87.65635383,147.700,1.4,0.8,3D,Yes,1.959,2.323,3.039,,,1.2,,No,16,0
216,18:26:26.000 08/15/2024,41.88660917,-87.65634067,147.500,1.7,1.0,3D,Yes,1.987,2.330,3.062,,,1.4,,No,15,0
217,18:26:27.000 08/15/2024,41.88661083,-87.65632717,147.600,1.4,0.8,3D,Yes,2.005,2.333,3.076,,,1.2,,No,16,0
218,18:26:28.000 08/15/2024,41.88661267,-87.65631317,147.700,1.4,0.8,3D,Yes,2.016,2.337,3.086,,,1.2,,No,16,0
219,18:26:29.000 08/15/2024,41.88661467,-87.65629883,147.600,1.7,0.9,3D,Yes,2.035,2.334,3.097,,,1.4,,No,15,0
220,18:26:30.000 08/15/2024,41.88661750,-87.65628600,147.400,1.5,0.8,3D,Yes,2.050,2.333,3.106,,,1.3,,No,17,0
221,18:26:31.000 08/15/2024,41.88662067,-87.65627450,147.400,1.5,0.8,3D,Yes,2.065,2.334,3.116,,,1.3,,No,16,0
222,18:26:32.000 08/15/2024,41.88662167,-87.65626367,147.500,1.4,0.8,3D,Yes,2.082,2.337,3.130,,,1.2,,No,15,0
223,18:26:33.000 08/15/2024,41.88662183,-87.65625417,147.600,1.3,0.7,3D,Yes,2.095,2.334,3.136,,,1.1,,No,18,0
224,18:26:34.000 08/15/2024,41.88662233,-87.65624300,147.700,1.5,0.9,3D,Yes,2.109,2.335,3.146,,,1.2,,No,16,0
225,18:26:35.000 08/15/2024,41.88662350,-87.65623050,147.800,1.7,0.9,3D,Yes,2.125,2.340,3.161,,,1.4,,No,15,0
226,18:26:36.000 08/15/2024,41.88662433,-87.65621800,147.700,1.4,0.8,3D,Yes,2.144,2.340,3.174,,,1.2,,No,15,0
227,18:26:37.000 08/15/2024,41.88662433,-87.65620467,147.700,1.4,0.8,3D,Yes,2.160,2.338,3.183,,,1.2,,No,15,0
228,18:26:38.000 08/15/2024,41.88662383,-87.65619033,147.900,1.4,0.8,3D,Yes,2.176,2.334,3.191,,,1.1,,No,16,0
229,18:26:39.000 08/15/2024,41.88662383,-87.65617567,148.100,1.5,0.8,3D,Yes,2.190,2.327,3.195,,,1.2,,No,16,0
230,18:26:40.000 08/15/2024,41.88662283,-87.65616150,148.100,1.5,0.8,3D,Yes,2.209,2.322,3.205,,,1.2,,No,15,0
231,18:26:41.000 08/15/2024,41.88662233,-87.65614750,148.100,1.5,0.8,3D,Yes,2.229,2.317,3.215,,,1.2,,No,15,0
232,18:26:42.000 08/15/2024,41.88662300,-87.65613317,148.300,1.3,0.8,3D,Yes,2.242,2.311,3.220,,,1.1,,No,18,0
233,18:26:43.000 08/15/2024,41.88662367,-87.65611900,148.400,1.6,0.9,3D,Yes,2.255,2.313,3.230,,,1.4,,No,17,0
234,18:26:44.000 08/15/2024,41.88662400,-87.65610517,148.400,1.3,0.8,3D,Yes,2.263,2.311,3.234,,,1.0,,No,17,0
235,18:26:45.000 08/15/2024,41.88662467,-87.65609200,148.300,1.3,0.8,3D,Yes,2.274,2.310,3.241,,,1.0,,No,17,0
236,18:26:46.000 08/15/2024,41.88662550,-87.65607867,148.300,1.6,0.9,3D,Yes,2.287,2.316,3.255,,,1.4,,No,16,0
237,18:26:47.000 08/15/2024,41.88662517,-87.65606483,148.400,1.6,0.9,3D,Yes,2.292,2.315,3.258,,,1.4,,No,16,0
238,18:26:48.000 08/15/2024,41.88662433,-87.65605167,148.400,1.6,0.9,3D,Yes,2.291,2.311,3.254,,,1.4,,No,16,0
239,18:26:49.000 08/15/2024,41.88662417,-87.65603783,148.400,1.4,0.8,3D,Yes,2.286,2.307,3.248,,,1.1,,No,17,0
240,18:26:50.000 08/15/2024,41.88662350,-87.65602417,148.400,1.6,0.9,3D,Yes,2.289,2.308,3.251,,,1.4,,No,15,0
241,18:26:51.000 08/15/2024,41.88662367,-87.65601050,148.400,1.7,1.0,3D,Yes,2.292,2.305,3.251,,,1.4,,No,16,0
242,18:26:52.000 08/15/2024,41.88662567,-87.65599617,148.500,1.7,1.0,3D,Yes,2.291,2.304,3.249,,,1.4,,No,16,0
243,18:26:53.000 08/15/2024,41.88662767,-87.65598267,148.500,1.7,1.0,3D,Yes,2.298,2.312,3.260,,,1.4,,No,16,0
244,18:26:54.000 08/15/2024,41.88662967,-87.65597033,148.500,1.6,0.9,3D,Yes,2.292,2.312,3.256,,,1.4,,No,17,0
245,18:26:55.000 08/15/2024,41.88663050,-87.65595900,148.400,1.6,0.9,3D,Yes,2.287,2.314,3.253,,,1.4,,No,17,0
246,18:26:56.000 08/15/2024,41.88663217,-87.65594717,148.400,1.5,0.7,3D,Yes,2.285,2.312,3.251,,,1.2,,No,19,0
247,18:26:57.000 08/15/2024,41.88663333,-87.65593467,148.600,1.6,0.9,3D,Yes,2.290,2.310,3.253,,,1.4,,No,17,0
248,18:26:58.000 08/15/2024,41.88663367,-87.65592117,148.600,1.6,0.9,3D,Yes,2.285,2.302,3.244,,,1.4,,No,17,0
249,18:26:59.000 08/15/2024,41.88663433,-87.65590700,148.600,1.6,0.9,3D,Yes,2.264,2.292,3.222,,,1.4,,No,17,0
250,18:27:00.000 08/15/2024,41.88663567,-87.65589367,148.500,1.6,0.9,3D,Yes,2.231,2.282,3.191,,,1.4,,No,17,0
251,18:27:01.000 08/15/2024,41.88663650,-87.65588050,148.500,1.6,0.9,3D,Yes,2.196,2.276,3.163,,,1.4,,No,17,0
252,18:27:02.000 08/15/2024,41.88663750,-87.65586683,148.600,1.6,0.9,3D,Yes,2.162,2.270,3.135,,,1.4,,No,17,0
253,18:27:03.000 08/15/2024,41.88663817,-87.65585317,148.500,1.6,0.9,3D,Yes,2.123,2.263,3.103,,,1.4,,No,18,0
254,18:27:04.000 08/15/2024,41.88664017,-87.65583967,148.400,1.5,0.8,3D,Yes,2.089,2.256,3.075,,,1.3,,No,19,0
255,18:27:05.000 08/15/2024,41.88664217,-87.65582600,148.300,1.5,0.8,3D,Yes,2.058,2.249,3.049,,,1.3,,No,19,0
256,18:27:06.000 08/15/2024,41.88664217,-87.65581333,148.200,1.6,0.9,3D,Yes,2.018,2.243,3.017,,,1.4,,No,17,0
257,18:27:07.000 08/15/2024,41.88664283,-87.65580050,148.100,1.5,0.7,3D,Yes,1.972,2.236,2.981,,,1.2,,No,18,0
258,18:27:08.000 08/15/2024,41.88664383,-87.65578667,148.200,1.5,0.8,3D,Yes,1.912,2.228,2.936,,,1.3,,No,19,0
259,18:27:09.000 08/15/2024,41.88664267,-87.65577250,148.300,1.4,0.7,3D,Yes,1.850,2.220,2.890,,,1.2,,No,19,0
260,18:27:10.000 08/15/2024,41.88664200,-87.65575900,148.300,1.4,0.7,3D,Yes,1.787,2.213,2.844,,,1.2,,No,19,0
261,18:27:11.000 08/15/2024,41.88663983,-87.65574550,148.300,1.4,0.7,3D,Yes,1.732,2.204,2.803,,,1.2,,No,20,0
262,18:27:12.000 08/15/2024,41.88663817,-87.65573183,148.000,1.4,0.7,3D,Yes,1.676,2.191,2.759,,,1.2,,No,19,0
263,18:27:13.000 08/15/2024,41.88663683,-87.65571817,147.900,1.4,0.7,3D,Yes,1.624,2.177,2.716,,,1.2,,No,19,0
264,18:27:14.000 08/15/2024,41.88663633,-87.65570367,147.800,1.4,0.7,3D,Yes,1.577,2.165,2.678,,,1.2,,No,19,0
265,18:27:15.000 08/15/2024,41.88663567,-87.65568817,147.800,1.4,0.7,3D,Yes,1.536,2.155,2.646,,,1.2,,No,20,0
266,18:27:16.000 08/15/2024,41.88663533,-87.65567233,148.000,1.4,0.7,3D,Yes,1.497,2.148,2.618,,,1.2,,No,19,0
267,18:27:17.000 08/15/2024,41.88663550,-87.65565633,148.200,1.4,0.7,3D,Yes,1.463,2.143,2.595,,,1.2,,No,20,0
268,18:27:18.000 08/15/2024,41.88663600,-87.65564083,148.200,1.4,0.7,3D,Yes,1.433,2.139,2.575,,,1.2,,No,20,0
269,18:27:19.000 08/15/2024,41.88663717,-87.65562550,148.100,1.4,0.7,3D,Yes,1.406,2.133,2.555,,,1.2,,No,20,0
270,18:27:20.000 08/15/2024,41.88663817,-87.65561050,148.000,1.4,0.7,3D,Yes,1.380,2.124,2.533,,,1.2,,No,20,0
271,18:27:21.000 08/15/2024,41.88663883,-87.65559650,147.900,1.4,0.7,3D,Yes,1.360,2.123,2.521,,,1.2,,No,20,0
272,18:27:22.000 08/15/2024,41.88663867,-87.65558267,147.800,1.4,0.7,3D,Yes,1.346,2.122,2.513,,,1.2,,No,20,0
273,18:27:23.000 08/15/2024,41.88663900,-87.65556883,148.000,1.4,0.7,3D,Yes,1.340,2.123,2.511,,,1.2,,No,20,0
274,18:27:24.000 08/15/2024,41.88663917,-87.65555500,148.100,1.4,0.7,3D,Yes,1.338,2.121,2.508,,,1.2,,No,20,0
275,18:27:25.000 08/15/2024,41.88663833,-87.65554117,148.200,1.4,0.7,3D,Yes,1.349,2.120,2.513,,,1.2,,No,19,0
276,18:27:26.000 08/15/2024,41.88663683,-87.65552683,148.200,1.4,0.7,3D,Yes,1.377,2.130,2.536,,,1.2,,No,19,0
277,18:27:27.000 08/15/2024,41.88663600,-87.65551333,148.200,1.5,0.8,3D,Yes,1.413,2.136,2.561,,,1.3,,No,18,0
278,18:27:28.000 08/15/2024,41.88663583,-87.65550017,148.300,1.5,0.8,3D,Yes,1.447,2.135,2.579,,,1.3,,No,17,0
279,18:27:29.000 08/15/2024,41.88663617,-87.65548550,148.400,1.5,0.8,3D,Yes,1.477,2.135,2.596,,,1.3,,No,18,0
280,18:27:30.000 08/15/2024,41.88663600,-87.65547100,148.500,1.5,0.8,3D,Yes,1.508,2.139,2.617,,,1.3,,No,17,0
281,18:27:31.000 08/15/2024,41.88663583,-87.65545683,148.400,1.5,0.8,3D,Yes,1.543,2.151,2.647,,,1.3,,No,16,0
282,18:27:32.000 08/15/2024,41.88663700,-87.65544133,148.400,1.5,0.8,3D,Yes,1.600,2.175,2.700,,,1.3,,No,14,0
283,18:27:33.000 08/15/2024,41.88663583,-87.65542633,148.200,1.5,0.8,3D,Yes,1.657,2.199,2.753,,,1.3,,No,14,0
284,18:27:34.000 08/15/2024,41.88663633,-87.65541350,148.200,1.5,0.8,3D,Yes,1.683,2.217,2.783,,,1.3,,No,17,0
285,18:27:35.000 08/15/2024,41.88663800,-87.65540017,148.400,1.4,0.7,3D,Yes,1.685,2.228,2.793,,,1.2,,No,18,0
286,18:27:36.000 08/15/2024,41.88663767,-87.65538533,148.400,1.5,0.8,3D,Yes,1.684,2.235,2.798,,,1.3,,No,17,0
287,18:27:37.000 08/15/2024,41.88663633,-87.65537100,148.500,1.5,0.8,3D,Yes,1.677,2.237,2.796,,,1.3,,No,19,0
288,18:27:38.000 08/15/2024,41.88663583,-87.65535667,148.700,1.5,0.8,3D,Yes,1.670,2.239,2.793,,,1.3,,No,19,0
289,18:27:39.000 08/15/2024,41.88663483,-87.65534217,148.700,1.6,0.9,3D,Yes,1.655,2.240,2.785,,,1.4,,No,18,0
290,18:27:40.000 08/15/2024,41.88663450,-87.65532833,148.800,1.4,0.8,3D,Yes,1.639,2.240,2.776,,,1.1,,No,19,0
291,18:27:41.000 08/15/2024,41.88663433,-87.65531450,148.800,1.5,0.7,3D,Yes,1.632,2.240,2.771,,,1.2,,No,19,0
292,18:27:42.000 08/15/2024,41.88663383,-87.65530017,148.900,1.5,0.8,3D,Yes,1.632,2.241,2.772,,,1.3,,No,19,0
293,18:27:43.000 08/15/2024,41.88663367,-87.65528533,149.100,1.5,0.7,3D,Yes,1.635,2.249,2.781,,,1.2,,No,19,0
294,18:27:44.000 08/15/2024,41.88663450,-87.65527117,149.100,1.5,0.7,3D,Yes,1.640,2.254,2.787,,,1.2,,No,19,0
295,18:27:45.000 08/15/2024,41.88663533,-87.65525667,149.100,1.5,0.8,3D,Yes,1.639,2.257,2.789,,,1.3,,No,19,0
296,18:27:46.000 08/15/2024,41.88663500,-87.65524150,149.000,1.7,0.9,3D,Yes,1.639,2.259,2.791,,,1.4,,No,17,0
297,18:27:47.000 08/15/2024,41.88663533,-87.65522767,149.000,1.4,0.8,3D,Yes,1.646,2.262,2.797,,,1.1,,No,18,0
298,18:27:48.000 08/15/2024,41.88663617,-87.65521500,149.000,1.5,0.8,3D,Yes,1.649,2.264,2.801,,,1.2,,No,17,0
299,18:27:49.000 08/15/2024,41.88663633,-87.65520133,149.100,1.4,0.8,3D,Yes,1.657,2.261,2.803,,,1.1,,No,19,0
300,18:27:50.000 08/15/2024,41.88663617,-87.65518717,149.200,1.3,0.7,3D,Yes,1.667,2.257,2.806,,,1.1,,No,19,0
301,18:27:51.000 08/15/2024,41.88663633,-87.65517350,149.200,1.3,0.7,3D,Yes,1.677,2.255,2.810,,,1.1,,No,18,0
302,18:27:52.000 08/15/2024,41.88663667,-87.65515917,149.300,1.2,0.7,3D,Yes,1.682,2.253,2.812,,,1.0,,No,19,0
303,18:27:53.000 08/15/2024,41.88663600,-87.65514467,149.100,1.5,0.8,3D,Yes,1.696,2.254,2.821,,,1.2,,No,18,0
304,18:27:54.000 08/15/2024,41.88663633,-87.65513033,149.200,1.3,0.8,3D,Yes,1.720,2.254,2.835,,,1.1,,No,18,0
305,18:27:55.000 08/15/2024,41.88663683,-87.65511633,149.300,1.5,0.8,3D,Yes,1.735,2.253,2.844,,,1.2,,No,18,0
306,18:27:56.000 08/15/2024,41.88663717,-87.65510267,149.300,1.4,0.8,3D,Yes,1.751,2.255,2.855,,,1.1,,No,18,0
307,18:27:57.000 08/15/2024,41.88663783,-87.65508850,149.300,1.5,0.8,3D,Yes,1.775,2.259,2.873,,,1.2,,No,17,0
308,18:27:58.000 08/15/2024,41.88663867,-87.65507333,149.200,1.3,0.7,3D,Yes,1.793,2.258,2.883,,,1.1,,No,19,0
309,18:27:59.000 08/15/2024,41.88664000,-87.65505967,149.200,1.2,0.7,3D,Yes,1.811,2.257,2.894,,,1.0,,No,18,0
310,18:28:00.000 08/15/2024,41.88664017,-87.65504717,149.300,1.5,0.8,3D,Yes,1.830,2.259,2.907,,,1.2,,No,17,0
311,18:28:01.000 08/15/2024,41.88664117,-87.65503450,149.400,1.3,0.7,3D,Yes,1.841,2.262,2.916,,,1.1,,No,18,0
312,18:28:02.000 08/15/2024,41.88664150,-87.65502267,149.500,1.4,0.8,3D,Yes,1.850,2.263,2.923,,,1.1,,No,19,0
313,18:28:03.000 08/15/2024,41.88664217,-87.65501083,149.500,1.3,0.7,3D,Yes,1.855,2.262,2.925,,,1.1,,No,19,0
314,18:28:04.000 08/15/2024,41.88664200,-87.65499717,149.500,1.5,0.8,3D,Yes,1.864,2.266,2.934,,,1.2,,No,18,0
315,18:28:05.000 08/15/2024,41.88664167,-87.65498367,149.400,1.3,0.7,3D,Yes,1.873,2.271,2.944,,,1.1,,No,19,0
316,18:28:06.000 08/15/2024,41.88664200,-87.65496967,149.400,1.3,0.7,3D,Yes,1.872,2.269,2.942,,,1.1,,No,19,0
317,18:28:07.000 08/15/2024,41.88664283,-87.65495500,149.500,1.4,0.7,3D,Yes,1.866,2.268,2.937,,,1.1,,No,18,0
318,18:28:08.000 08/15/2024,41.88664400,-87.65494083,149.600,1.3,0.7,3D,Yes,1.858,2.265,2.930,,,1.1,,No,19,0
319,18:28:09.000 08/15/2024,41.88664533,-87.65492683,149.600,1.4,0.8,3D,Yes,1.859,2.258,2.925,,,1.1,,No,18,0
320,18:28:10.000 08/15/2024,41.88664683,-87.65491300,149.500,1.3,0.7,3D,Yes,1.856,2.255,2.921,,,1.0,,No,19,0
321,18:28:11.000 08/15/2024,41.88664867,-87.65490067,149.500,1.3,0.7,3D,Yes,1.856,2.258,2.923,,,1.1,,No,20,0
322,18:28:12.000 08/15/2024,41.88664900,-87.65488800,149.500,1.3,0.7,3D,Yes,1.864,2.266,2.934,,,1.1,,No,19,0
323,18:28:13.000 08/15/2024,41.88664883,-87.65487467,149.600,1.4,0.8,3D,Yes,1.872,2.283,2.952,,,1.1,,No,18,0
324,18:28:14.000 08/15/2024,41.88665000,-87.65486133,149.700,1.4,0.8,3D,Yes,1.873,2.307,2.972,,,1.1,,No,18,0
325,18:28:15.000 08/15/2024,41.88665033,-87.65484767,149.800,1.3,0.7,3D,Yes,1.856,2.308,2.962,,,1.1,,No,20,0
326,18:28:16.000 08/15/2024,41.88665017,-87.65483367,149.900,1.3,0.8,3D,Yes,1.835,2.304,2.945,,,1.1,,No,18,0
327,18:28:17.000 08/15/2024,41.88664967,-87.65481967,149.800,1.5,0.8,3D,Yes,1.818,2.301,2.933,,,1.2,,No,18,0
328,18:28:18.000 08/15/2024,41.88664967,-87.65480633,149.700,1.3,0.7,3D,Yes,1.810,2.301,2.928,,,1.1,,No,19,0
329,18:28:19.000 08/15/2024,41.88664983,-87.65479267,149.700,1.4,0.8,3D,Yes,1.801,2.300,2.921,,,1.1,,No,19,0
330,18:28:20.000 08/15/2024,41.88665017,-87.65477883,149.600,1.4,0.7,3D,Yes,1.793,2.302,2.918,,,1.1,,No,19,0
331,18:28:21.000 08/15/2024,41.88665050,-87.65476500,149.600,1.3,0.7,3D,Yes,1.788,2.300,2.913,,,1.1,,No,19,0
332,18:28:22.000 08/15/2024,41.88665133,-87.65475117,149.700,1.2,0.7,3D,Yes,1.772,2.298,2.902,,,1.0,,No,18,0
333,18:28:23.000 08/15/2024,41.88665167,-87.65473867,149.800,1.3,0.7,3D,Yes,1.762,2.295,2.893,,,1.1,,No,19,0
334,18:28:24.000 08/15/2024,41.88665217,-87.65472683,149.800,1.4,0.7,3D,Yes,1.756,2.293,2.888,,,1.1,,No,18,0
335,18:28:25.000 08/15/2024,41.88665133,-87.65471417,149.900,1.5,0.8,3D,Yes,1.750,2.292,2.884,,,1.3,,No,17,0
336,18:28:26.000 08/15/2024,41.88664983,-87.65470183,150.000,1.5,0.8,3D,Yes,1.750,2.296,2.887,,,1.3,,No,17,0
337,18:28:27.000 08/15/2024,41.88664883,-87.65468983,149.600,1.5,0.8,3D,Yes,1.750,2.297,2.888,,,1.3,,No,16,0
338,18:28:28.000 08/15/2024,41.88664917,-87.65467783,149.300,1.7,0.9,3D,Yes,1.742,2.297,2.883,,,1.4,,No,16,0
339,18:28:29.000 08/15/2024,41.88664817,-87.65466583,149.000,1.5,0.8,3D,Yes,1.737,2.294,2.877,,,1.3,,No,16,0
340,18:28:30.000 08/15/2024,41.88664800,-87.65465233,149.000,1.4,0.7,3D,Yes,1.728,2.291,2.870,,,1.2,,No,19,0
341,18:28:31.000 08/15/2024,41.88664733,-87.65463833,148.900,1.4,0.7,3D,Yes,1.710,2.293,2.860,,,1.2,,No,17,0
342,18:28:32.000 08/15/2024,41.88664750,-87.65462517,148.600,1.5,0.8,3D,Yes,1.690,2.296,2.851,,,1.3,,No,17,0
343,18:28:33.000 08/15/2024,41.88664833,-87.65461150,148.200,1.3,0.7,3D,Yes,1.668,2.296,2.838,,,1.1,,No,20,0
344,18:28:34.000 08/15/2024,41.88664800,-87.65459850,148.000,1.3,0.7,3D,Yes,1.645,2.296,2.824,,,1.1,,No,18,0
345,18:28:35.000 08/15/2024,41.88664517,-87.65458700,147.600,1.3,0.7,3D,Yes,1.622,2.296,2.811,,,1.1,,No,18,0
346,18:28:36.000 08/15/2024,41.88664200,-87.65457617,147.400,1.4,0.7,3D,Yes,1.599,2.301,2.802,,,1.2,,No,18,0
347,18:28:37.000 08/15/2024,41.88663950,-87.65456433,147.200,1.4,0.7,3D,Yes,1.575,2.301,2.788,,,1.2,,No,18,0
348,18:28:38.000 08/15/2024,41.88663700,-87.65455167,147.100,1.4,0.7,3D,Yes,1.548,2.295,2.768,,,1.2,,No,18,0
349,18:28:39.000 08/15/2024,41.88663400,-87.65453817,146.900,1.4,0.7,3D,Yes,1.521,2.292,2.751,,,1.2,,No,18,0
350,18:28:40.000 08/15/2024,41.88663233,-87.65452483,146.800,1.3,0.7,3D,Yes,1.496,2.287,2.733,,,1.1,,No,20,0
351,18:28:41.000 08/15/2024,41.88663150,-87.65451083,146.700,1.3,0.7,3D,Yes,1.467,2.277,2.709,,,1.1,,No,20,0
352,18:28:42.000 08/15/2024,41.88662917,-87.65449550,146.700,1.3,0.7,3D,Yes,1.443,2.268,2.688,,,1.1,,No,20,0
353,18:28:43.000 08/15/2024,41.88662500,-87.65448017,146.600,1.3,0.7,3D,Yes,1.418,2.254,2.663,,,1.1,,No,20,0
354,18:28:44.000 08/15/2024,41.88662033,-87.65446667,146.500,1.4,0.7,3D,Yes,1.398,2.246,2.646,,,1.2,,No,19,0
355,18:28:45.000 08/15/2024,41.88661500,-87.65445433,146.300,1.4,0.7,3D,Yes,1.386,2.244,2.638,,,1.2,,No,19,0
356,18:28:46.000 08/15/2024,41.88660850,-87.65444167,146.100,1.4,0.7,3D,Yes,1.375,2.245,2.633,,,1.2,,No,18,0
357,18:28:47.000 08/15/2024,41.88660083,-87.65443033,146.000,1.3,0.7,3D,Yes,1.366,2.247,2.630,,,1.1,,No,19,0
358,18:28:48.000 08/15/2024,41.88659200,-87.65442067,146.100,1.4,0.7,3D,Yes,1.357,2.251,2.628,,,1.2,,No,19,0
359,18:28:49.000 08/15/2024,41.88658200,-87.65441450,146.000,1.3,0.7,3D,Yes,1.356,2.261,2.636,,,1.1,,No,20,0
360,18:28:50.000 08/15/2024,41.88657183,-87.65441133,145.800,1.3,0.7,3D,Yes,1.368,2.274,2.654,,,1.1,,No,20,0
361,18:28:51.000 08/15/2024,41.88656183,-87.65440833,145.600,1.3,0.7,3D,Yes,1.389,2.285,2.674,,,1.1,,No,20,0
362,18:28:52.000 08/15/2024,41.88655233,-87.65440633,145.600,1.3,0.7,3D,Yes,1.410,2.298,2.696,,,1.1,,No,18,0
363,18:28:53.000 08/15/2024,41.88654350,-87.65440167,145.000,1.6,0.8,3D,Yes,1.441,2.322,2.733,,,1.4,,No,15,0
364,18:28:54.000 08/15/2024,41.88653533,-87.65439850,144.300,1.6,0.8,3D,Yes,1.475,2.361,2.784,,,1.4,,No,16,0
365,18:28:55.000 08/15/2024,41.88652717,-87.65439617,143.600,1.6,0.8,3D,Yes,1.498,2.389,2.820,,,1.4,,No,15,0
366,18:28:56.000 08/15/2024,41.88651917,-87.65439233,143.000,1.6,0.9,3D,Yes,1.530,2.442,2.882,,,1.4,,No,13,0
367,18:28:57.000 08/15/2024,41.88650983,-87.65438767,142.500,1.8,0.9,3D,Yes,1.587,2.518,2.976,,,1.5,,No,12,0
368,18:28:58.000 08/15/2024,41.88650017,-87.65438217,142.100,1.6,0.9,3D,Yes,1.621,2.539,3.012,,,1.4,,No,14,0
369,18:28:59.000 08/15/2024,41.88649033,-87.65437633,142.200,1.6,0.9,3D,Yes,1.636,2.545,3.025,,,1.4,,No,14,0
370,18:29:00.000 08/15/2024,41.88647933,-87.65436850,141.900,1.6,0.9,3D,Yes,1.661,2.567,3.058,,,1.4,,No,15,0
371,18:29:01.000 08/15/2024,41.88646867,-87.65436450,141.900,1.8,1.0,3D,Yes,1.701,2.601,3.108,,,1.5,,No,13,0
372,18:29:02.000 08/15/2024,41.88645833,-87.65436400,141.800,2.1,1.4,3D,Yes,1.769,2.678,3.210,,,1.7,,No,13,0
